Hãng xe,Dòng xe,Xuất xứ,Kiểu dáng,Hộp số,Loại động cơ,Năm sản xuất,Số Km đã đi,Số ngày bài đã đăng,Dung tích động cơ,Giá thực tế,Giá dự đoán
hyundai,tucson 1.6 at turbo htrac đặc biệt 2025,lắp ráp trong nước,crossover,số tự động,xăng,2025.0,2000.0,73.0,1.6,968.0,988.5566175020857
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,76000.0,57.0,2.2,1099.0,1200.8073080190552
kia,cerato 1.6 mt 2017,lắp ráp trong nước,sedan,số tay,xăng,2017.0,179626.7683965918,70.0,1.6,310.0,296.0215663673677
mercedes,benz glc 200 4matic 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,10000.0,57.0,2.0,1445.0,1554.1616753014514
honda,crv 2.4 at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,91000.0,100.0,2.4,529.0,518.7177594368484
mercedes,benz s class s500l 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,57000.0,57.0,4.7,1299.0,1258.4094858763328
mercedes,benz glc 200 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,27000.0,57.0,2.0,1358.0,1378.6764237372124
lexus,nx 300 2018,nhập khẩu,suv,số tự động,xăng,2018.0,94000.0,57.0,2.0,1590.0,1585.6014053853698
kia,soluto 1.4 at deluxe 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,179626.7683965918,57.0,1.4,315.0,319.58428666571024
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,179626.7683965918,76.0,2.0,1580.0,1541.268736486672
ford,ranger limited 2.0l 4x4 at 2020,nhập khẩu,bán tải / pickup,số tự động,dầu,2020.0,42000.0,62.0,2.0,660.0,612.498147257674
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,48000.0,57.0,2.2,1115.0,1133.0879025624115
mazda,3 1.5l deluxe 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,50000.0,57.0,1.5,480.0,482.0763282111424
suzuki,grand vitara 2.0 at 2017,nhập khẩu,suv,số tự động,xăng,2017.0,80000.0,74.0,2.0,419.0,438.530620198306
hyundai,accent 1.4 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,66000.0,57.0,1.4,393.0,417.11219669351766
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,76000.0,78.0,2.2,999.0,1135.7415555576936
bmw,3 series 320i 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,79000.0,57.0,2.0,569.0,557.7742892336288
bmw,x2 sdrive18i 2018,nhập khẩu,crossover,số tự động,xăng,2018.0,68000.0,72.0,1.5,750.0,597.9223202711314
hyundai,i10 grand 1.2 mt 2017,lắp ráp trong nước,sedan,số tay,xăng,2017.0,179626.7683965918,63.0,1.25,199.0,210.37459962754423
toyota,raize g 1.0 cvt 2023,nhập khẩu,suv,số tự động,xăng,2023.0,45000.0,57.0,1.0,475.0,496.83075477314503
ford,everest titanium 2.0l 4x4 at 2019,nhập khẩu,suv,số tự động,dầu,2019.0,115000.0,57.0,2.0,900.0,856.3937543483215
hyundai,i10 grand 1.2 mt base 2015,nhập khẩu,sedan,số tay,xăng,2015.0,179626.7683965918,78.0,1.25,160.0,150.06771450269196
hyundai,accent 1.4 at 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,110000.0,64.0,1.4,330.0,360.7811097675294
toyota,hilux 2.5e 4x2 mt 2011,nhập khẩu,bán tải / pickup,số tay,dầu,2011.0,22200.0,66.0,2.5,255.0,278.62326454529114
kia,seltos deluxe 1.5 at 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,9000.0,57.0,1.5,588.0,341.4126464711663
honda,hrv l 2019,nhập khẩu,crossover,số tự động,xăng,2019.0,47000.0,104.0,1.8,555.0,534.0130393198975
vinfast,vf8 eco awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,40000.0,66.0,2.097755539082448,710.0,717.4402718128134
lexus,rc 300 2019,nhập khẩu,coupe,số tự động,xăng,2019.0,11000.0,57.0,2.0,1799.0,1795.649257689523
ford,transit van 2017,lắp ráp trong nước,van/minivan,số tay,dầu,2017.0,110000.0,58.0,2.4,290.0,348.904510554834
mg,zs comfort 1.5 at 2wd 2022,nhập khẩu,crossover,số tự động,xăng,2022.0,52000.0,60.0,1.5,415.0,384.69314494300886
mercedes,benz glc 200 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,38000.0,88.0,2.0,999.0,983.1793546706937
kia,sedona 2.2l dath 2017,lắp ráp trong nước,van/minivan,số tự động,dầu,2017.0,92000.0,57.0,2.2,595.0,639.8066583990374
toyota,fortuner 2.7v 4x2 at 2014,lắp ráp trong nước,suv,số tự động,xăng,2014.0,120000.0,79.0,2.7,398.0,418.57134100359735
chevrolet,spark lt 0.8 at 2009,lắp ráp trong nước,hatchback,số tự động,xăng,2009.0,110000.0,79.0,0.8,90.0,89.85916873132395
hyundai,tucson 2.0 at 4wd 2009,nhập khẩu,crossover,số tự động,xăng,2009.0,179626.7683965918,57.0,2.0,215.0,205.53152921500248
toyota,vios 1.5e cvt 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,90000.0,89.0,1.5,345.0,324.7650833910099
hyundai,accent cao cấp 1.5 at 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,12000.0,62.0,1.5,525.0,526.3975887512735
toyota,camry 2.5q 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,68000.0,57.0,2.5,725.0,703.8774683336217
hyundai,accent 1.4 at 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,15000.0,57.0,1.4,445.0,445.28749722260613
bmw,x4 xdrive20i m sport 2020,nhập khẩu,suv,số tự động,xăng,2020.0,64000.0,57.0,2.0,1890.0,1812.0621908509465
toyota,innova 2.0 venturer 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,126800.0,57.0,2.0,585.0,526.910622007537
mitsubishi,outlander 2.0 cvt 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,76000.0,57.0,2.0,545.0,551.2458142030221
kia,cerato 2.0 at premium 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,71250.0,59.0,2.0,449.0,488.51899190174765
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,33000.0,66.0,2.0,1579.0,1600.4992793249448
mitsubishi,attrage 1.2 cvt 2021,nhập khẩu,sedan,số tự động,xăng,2021.0,110000.0,59.0,1.2,285.0,318.7025383727275
mercedes,benz glc 200 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,10000.0,60.0,2.0,1410.0,1380.5119362033458
hyundai,i10 grand 1.2 at 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,37000.0,58.0,1.25,330.0,321.35876142680183
toyota,camry 2.0e 2010,nhập khẩu,sedan,số tự động,xăng,2010.0,20000.0,103.0,2.0,310.0,306.5797602643659
bmw,4 series 420i convertible 2019,nhập khẩu,convertible/cabriolet,số tự động,xăng,2019.0,62000.0,60.0,2.0,1699.0,1687.3935291100063
suzuki,xl7 1.5 at 2023,nhập khẩu,suv,số tự động,xăng,2023.0,24000.0,57.0,1.5,515.0,520.2969784217181
ford,ranger xls 2.2l 4x2 at 2018,nhập khẩu,bán tải / pickup,số tự động,dầu,2018.0,110000.0,103.0,2.2,485.0,485.35142865256176
ford,explorer limited 2.3l ecoboost 2022,nhập khẩu,suv,số tự động,xăng,2022.0,40000.0,58.0,2.3,1750.0,1763.4687577640861
ford,everest titanium 2.0l 4x4 at 2019,nhập khẩu,suv,số tự động,dầu,2019.0,87000.0,57.0,2.0,875.0,861.992270099083
honda,crv 2.0 at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,179626.7683965918,57.0,2.0,515.0,477.3206533547456
mercedes,benz c class c200 avantgarde plus 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,1800.0,57.0,1.5,1680.0,1644.1779177785786
mercedes,benz e class e300 amg 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,57000.0,65.0,2.0,1289.0,1323.5558503512755
audi,q5 sline 45 tfsi quattro 2022,nhập khẩu,suv,số tự động,xăng,2022.0,28000.0,58.0,2.0,1879.0,1843.5876722877288
mazda,3 1.5l luxury 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,22000.0,58.0,1.5,610.0,607.6716040295701
audi,q7 3.6 at 2011,nhập khẩu,suv,số tự động,xăng,2011.0,87000.0,63.0,3.6,339.0,463.22951326100633
toyota,innova 2.0g 2013,lắp ráp trong nước,crossover,số tự động,xăng,2013.0,150000.0,58.0,2.0,315.0,320.05655302854336
ford,ranger xls 2.2l 4x2 at 2019,nhập khẩu,bán tải / pickup,số tự động,dầu,2019.0,80000.0,57.0,2.2,499.0,510.1725206630835
hyundai,i10 grand 1.2 at 2019,lắp ráp trong nước,hatchback,số tự động,xăng,2019.0,50000.0,107.0,1.25,318.0,294.42904449178604
mercedes,benz a class a200 2014,nhập khẩu,hatchback,số tự động,xăng,2014.0,91000.0,93.0,1.6,420.0,491.3773762940858
mazda,cx8 luxury 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,38000.0,57.0,2.5,760.0,795.7108653950243
lexus,es 250 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,32000.0,57.0,2.5,2175.0,2214.4936387060397
bmw,i8 1.5l hybrid 2014,nhập khẩu,coupe,số tự động,hybrid,2014.0,48000.0,60.0,1.5,2280.0,2178.7011880178306
mazda,cx8 premium 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,40000.0,57.0,2.5,839.0,832.5459587644827
kia,seltos premium 1.4 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,60000.0,61.0,1.4,539.0,560.443264018656
honda,city 1.5 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,113000.0,59.0,1.5,309.0,369.25633806429136
toyota,corolla cross 1.8g 2020,nhập khẩu,suv,số tự động,xăng,2020.0,18000.0,57.0,1.8,640.0,611.5989626284673
hyundai,santafe cao cấp 2.5l htrac 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,48000.0,101.0,2.5,969.0,1040.8300700558307
ford,ranger xlt 2.2l 4x4 mt 2019,nhập khẩu,bán tải / pickup,số tay,dầu,2019.0,63600.0,61.0,2.2,625.0,502.1017514374013
thaco,tb79s 2020,lắp ráp trong nước,van/minivan,số tay,dầu,2020.0,120000.0,61.0,2.097755539082448,790.0,452.35249905848804
mazda,cx9 3.7 at awd 2013,nhập khẩu,suv,số tự động,xăng,2013.0,130000.0,85.0,3.7,369.0,397.29116374091467
mg,5 luxury 1.5 at 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,35000.0,58.0,1.5,375.0,398.58304056459656
honda,crv e 2019,nhập khẩu,suv,số tự động,xăng,2019.0,74000.0,57.0,1.5,689.0,685.5277710789621
toyota,fortuner 2.4g 4x2 at 2019,lắp ráp trong nước,suv,số tự động,dầu,2019.0,97000.0,104.0,2.4,786.0,763.71191590991
hyundai,elantra 1.6 mt 2018,lắp ráp trong nước,sedan,số tay,xăng,2018.0,109000.0,61.0,1.6,338.0,336.9137391597999
toyota,innova v 2009,lắp ráp trong nước,crossover,số tự động,xăng,2009.0,200000.0,57.0,2.0,210.0,238.70895791557604
hyundai,creta cao cấp 1.5 at 2022,nhập khẩu,crossover,số tự động,xăng,2022.0,45000.0,57.0,1.5,598.0,589.6120877041602
ford,ranger raptor 2.0l 4x4 at 2022,nhập khẩu,bán tải / pickup,số tự động,dầu,2022.0,179626.7683965918,58.0,2.0,925.0,923.290991932357
mazda,cx5 signature premium 2.5 at awd i,lắp ráp trong nước,suv,số tự động,xăng,2021.0,60000.0,75.0,2.5,2021.0,1926.6170005156512
vinfast,vf8 eco awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,45321.0,60.0,2.097755539082448,740.0,715.3473809393802
subaru,outback 2.5i 2010,nhập khẩu,suv,số tự động,xăng,2010.0,90000.0,63.0,2.5,379.0,398.6246241837569
toyota,wigo 1.2g at 2019,nhập khẩu,hatchback,số tự động,xăng,2019.0,56000.0,57.0,1.2,285.0,278.57278174237905
mg,5 luxury 1.5 at 2023,nhập khẩu,sedan,số tự động,xăng,2023.0,25000.0,57.0,1.5,415.0,422.6650546973785
mitsubishi,xpander 1.5 mt 2021,nhập khẩu,suv,số tay,xăng,2021.0,90000.0,58.0,1.5,418.0,431.93561536696194
ford,ranger wildtrak 3.2l 4x4 at 2017,nhập khẩu,bán tải / pickup,số tự động,dầu,2017.0,90000.0,57.0,3.2,555.0,560.5705650353666
toyota,fortuner 2.7v 4x2 at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,85000.0,57.0,2.7,465.0,447.8739902180548
mercedes,benz glk class glk300 4matic 2010,lắp ráp trong nước,suv,số tự động,xăng,2010.0,93000.0,57.0,3.0,243.0,343.1909478847194
honda,hrv g 2023,nhập khẩu,crossover,số tự động,xăng,2023.0,25000.0,59.0,1.5,639.0,647.3178999966731
toyota,vios g 1.5 cvt 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,58000.0,57.0,1.5,439.0,447.45165648909915
mercedes,benz s class s400l 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,67000.0,58.0,3.0,1499.0,1352.7589526313327
mercedes,benz gl 350 cdi 4matic 2015,nhập khẩu,suv,số tự động,dầu,2015.0,11000.0,89.0,3.0,1250.0,1125.2705269723933
mazda,2 sport luxury 2024,nhập khẩu,hatchback,số tự động,xăng,2024.0,8500.0,57.0,1.5,515.0,545.4134183759076
mercedes,benz eqb 250 2023,nhập khẩu,suv,số tự động,điện,2023.0,79.0,88.0,0.7,1899.0,1855.4293471967508
mercedes,benz s class s450l 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,80000.0,59.0,3.0,1799.0,1737.8539525390393
toyota,vios 1.5g 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,75000.0,57.0,1.5,390.0,396.1068481818937
lexus,es 250 f sport 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,10000.0,57.0,2.5,2300.0,2271.392270495569
mitsubishi,xpander 1.5 at 2019,nhập khẩu,suv,số tự động,xăng,2019.0,80000.0,57.0,1.5,435.0,445.00975417519146
mercedes,benz s class s450l luxury 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,58000.0,69.0,3.0,2039.0,1916.2245554573901
honda,crv 2.4 at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,90000.0,57.0,2.4,508.0,525.404938151306
hyundai,accent 1.4 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,41000.0,57.0,1.4,418.0,417.91930711852285
mazda,3 1.5l luxury 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,30000.0,85.0,1.5,530.0,517.3911221726277
honda,civic g 1.8 at 2021,nhập khẩu,sedan,số tự động,xăng,2021.0,80000.0,57.0,1.8,589.0,556.5939726726466
hyundai,elantra 1.6 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,110000.0,57.0,1.6,379.0,286.1492104930469
mitsubishi,triton 4x2 at mivec 2020,nhập khẩu,bán tải / pickup,số tự động,dầu,2020.0,179626.7683965918,57.0,2.4,490.0,499.6480253398601
ford,everest titanium 2.0l 4x2 at 2024,nhập khẩu,suv,số tự động,dầu,2024.0,10000.0,58.0,2.0,1279.0,1278.0798850443143
suzuki,jimny 1.5l 4x4 at 2024,nhập khẩu,suv,số tự động,xăng,2024.0,70000.0,58.0,1.5,710.0,714.1099214898641
mercedes,benz glb 35 4matic 2021,nhập khẩu,suv,số tự động,xăng,2021.0,67000.0,57.0,2.0,1499.0,1498.0069340491018
kia,k3 2.0 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,179626.7683965918,60.0,2.0,355.0,339.0244097375423
kia,cerato 1.6 at luxury 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,69000.0,57.0,1.6,448.0,444.2789831879621
mercedes,benz s class s400l 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,110000.0,57.0,3.0,1122.0,1206.6288982673507
audi,tt s 2.0 at 2008,nhập khẩu,coupe,số tự động,xăng,2008.0,100000.0,63.0,2.0,500.0,532.9390629750943
ford,ranger raptor 2.0l 4x4 at 2022,nhập khẩu,bán tải / pickup,số tự động,dầu,2022.0,75000.0,57.0,2.0,895.0,948.7221151749113
chevrolet,spark lite van 0.8 mt 2012,lắp ráp trong nước,van/minivan,số tay,xăng,2012.0,179626.7683965918,90.0,0.8,52.0,64.01571966181795
chevrolet,spark van 1.0 at 2011,nhập khẩu,van/minivan,số tự động,xăng,2011.0,179626.7683965918,58.0,1.0,115.0,91.54789130728766
hyundai,santafe cao cấp 2.5l htrac 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,68000.0,105.0,2.5,975.0,960.4327449315932
toyota,yaris 1.5g 2018,nhập khẩu,hatchback,số tự động,xăng,2018.0,45000.0,57.0,1.5,468.0,437.27033603442356
hyundai,elantra sport 1.6 at 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,48000.0,57.0,1.6,512.0,529.6547533932937
ford,ecosport titanium 1.0 ecoboost 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,58000.0,57.0,1.0,358.0,418.99095292322704
mercedes,benz glc 250 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,68000.0,106.0,2.0,819.0,800.7425147659353
honda,city 1.5top 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,179626.7683965918,57.0,1.5,325.0,349.4476837912006
kia,cerato 1.6 mt 2020,lắp ráp trong nước,sedan,số tay,xăng,2020.0,150000.0,99.0,1.6,325.0,370.50493903987194
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,48000.0,57.0,2.2,1119.0,1133.0879025624115
toyota,innova 2.0g 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,95622.0,101.0,2.0,600.0,535.9547037683241
honda,crv l 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,27000.0,65.0,1.5,875.0,888.7654934396777
hyundai,i10 grand 1.2 at 2016,nhập khẩu,hatchback,số tự động,xăng,2016.0,106000.0,59.0,1.25,265.0,271.62440015176907
toyota,corolla cross 1.8v 2022,nhập khẩu,suv,số tự động,xăng,2022.0,42000.0,72.0,1.8,715.0,724.349729273316
kia,morning 1.0 mt 2016,lắp ráp trong nước,hatchback,số tay,xăng,2016.0,179626.7683965918,97.0,1.0,125.0,134.54672073876858
hyundai,getz 1.1 mt 2010,nhập khẩu,hatchback,số tay,xăng,2010.0,179626.7683965918,59.0,1.1,105.0,131.12937979545876
samsung,sm3 1.6 at 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,115000.0,78.0,1.6,210.0,215.10368279445115
hyundai,elantra sport 1.6 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,110000.0,81.0,1.6,400.0,422.42883375202285
toyota,wigo 1.2g at 2018,nhập khẩu,hatchback,số tự động,xăng,2018.0,34000.0,57.0,1.2,290.0,277.87761404989124
mercedes,benz e class e200 sport 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,50533.0,57.0,2.0,1290.0,1193.0099161043545
kia,carnival premium 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,60000.0,57.0,2.2,1129.0,1109.3521422891968
toyota,vios e cvt 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,20000.0,105.0,1.5,440.0,409.57716504172646
kia,cerato 1.6 at luxury 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,179626.7683965918,57.0,1.6,425.0,431.824741764057
lexus,rx 350 2017,nhập khẩu,suv,số tự động,xăng,2017.0,110000.0,58.0,3.5,2299.0,2184.0568010254874
vinfast,fadil 1.4 at premium 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,38000.0,92.0,1.4,320.0,309.6761950413339
toyota,innova 2.0e 2016,lắp ráp trong nước,crossover,số tay,xăng,2016.0,179626.7683965918,77.0,2.0,359.0,328.1132549369484
honda,crv l 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,30000.0,60.0,1.5,909.0,886.4729604623901
vinfast,fadil tiêu chuẩn 1.4 at 2022,lắp ráp trong nước,hatchback,số tự động,xăng,2022.0,32000.0,78.0,1.4,322.0,321.2313624348615
hyundai,santafe cao cấp 2.5l htrac 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,70000.0,57.0,2.5,1030.0,1042.6369219623466
daewoo,lacetti ex 2009,lắp ráp trong nước,sedan,số tay,xăng,2009.0,179626.7683965918,57.0,1.6,105.0,89.38284874211969
toyota,innova 2.0g 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,60765.0,62.0,2.0,570.0,552.2856725014343
mitsubishi,attrage 1.2 cvt 2021,nhập khẩu,sedan,số tự động,xăng,2021.0,40000.0,84.0,1.2,350.0,320.793430114584
toyota,vios 1.5e 2018,lắp ráp trong nước,sedan,số tay,xăng,2018.0,10.0,61.0,1.5,270.0,275.72122654468006
toyota,corolla altis 1.8g at 2012,lắp ráp trong nước,sedan,số tự động,xăng,2012.0,179626.7683965918,58.0,1.8,325.0,245.60708923709913
ford,everest titanium 2.0l 4x2 at 2019,nhập khẩu,suv,số tự động,dầu,2019.0,72000.0,58.0,2.0,795.0,818.6368987461854
toyota,prado vx 2.7l 2020,nhập khẩu,suv,số tự động,xăng,2020.0,101.0,57.0,2.7,2055.0,2124.1596719456948
peugeot,traveller luxury 2019,lắp ráp trong nước,van/minivan,số tự động,dầu,2019.0,80000.0,93.0,2.0,760.0,752.5353054401772
ford,everest titanium 2.0l 4x2 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,80000.0,58.0,2.0,840.0,852.1313675620888
mg,5 1.5 mt 2025,nhập khẩu,sedan,số tay,xăng,2025.0,6000.0,77.0,1.5,280.0,384.84198484397047
ford,explorer limited 2.3l ecoboost 2016,nhập khẩu,suv,số tự động,xăng,2016.0,99.0,57.0,2.3,751.0,710.4571403410521
mercedes,benz c class c300 amg 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,130000.0,81.0,3.0,380.0,391.9391799476801
toyota,vios 1.5e cvt 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,80000.0,92.0,1.5,360.0,338.7991344570218
ford,ranger xls 2.2l 4x2 at 2016,nhập khẩu,bán tải / pickup,số tự động,dầu,2016.0,179626.7683965918,74.0,2.2,395.0,409.78188512432075
mazda,3 1.5 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,179626.7683965918,57.0,1.5,395.0,362.84223433692006
bmw,5 series 528i 2011,nhập khẩu,sedan,số tự động,xăng,2011.0,179626.7683965918,78.0,3.0,422.0,420.8065759184627
ford,everest titanium plus 2.0l 4x4 at 2023,nhập khẩu,suv,số tự động,dầu,2023.0,47000.0,63.0,2.0,1320.0,1373.247839954312
lexus,es 250 2019,nhập khẩu,sedan,số tự động,xăng,2019.0,56000.0,58.0,2.5,1750.0,1711.091675215762
hyundai,santafe cao cấp 2.2l htrac 2021,lắp ráp trong nước,suv,số tự động,dầu,2021.0,179626.7683965918,100.0,2.2,1060.0,956.7334761648546
kia,k3 1.6 mt 2014,lắp ráp trong nước,sedan,số tay,xăng,2014.0,18000.0,101.0,1.6,400.0,154.05771585813906
mercedes,benz c class c300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,9000.0,57.0,2.0,1499.0,1602.272123845877
vinfast,vf8 eco 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,20000.0,66.0,0.2,845.0,721.6493684444799
audi,q5 2.0 at 2015,nhập khẩu,suv,số tự động,xăng,2015.0,78000.0,68.0,2.0,720.0,659.4792106621218
mazda,3 1.5l luxury 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,80000.0,61.0,1.5,450.0,450.948758749052
ford,ranger raptor 2.0l 4x4 at 2020,nhập khẩu,bán tải / pickup,số tự động,dầu,2020.0,90000.0,58.0,2.0,880.0,897.0518175303907
hyundai,santafe 2.4l 4wd 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,179626.7683965918,71.0,2.4,539.0,547.15862981517
ford,transit standard mid 2014,lắp ráp trong nước,van/minivan,số tay,dầu,2014.0,150000.0,58.0,2.4,325.0,272.05856695575494
landrover,range rover autobiography 5.0 2013,nhập khẩu,suv,số tự động,xăng,2013.0,120000.0,57.0,5.0,1950.0,1974.5145772278113
hyundai,i10 grand 1.2 at 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,38000.0,58.0,1.25,319.0,321.3570702394986
mazda,3 1.5l luxury 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,22000.0,57.0,1.5,610.0,607.3224077209655
vinfast,vf7 plus 2024,lắp ráp trong nước,suv,số tự động,điện,2024.0,11000.0,57.0,0.3,845.0,798.9456854636643
hyundai,kona 2.0 ath 2021,lắp ráp trong nước,crossover,số tự động,xăng,2021.0,50000.0,57.0,2.0,505.0,519.8792230597514
toyota,fortuner 2.5g 2009,lắp ráp trong nước,suv,số tay,dầu,2009.0,215000.0,81.0,2.5,375.0,327.9463356001486
toyota,fortuner 2.4l 4x2 at 2025,lắp ráp trong nước,suv,số tự động,dầu,2025.0,25000.0,57.0,2.4,1045.0,1084.748632772542
audi,tt 2.0 tfsi 2015,nhập khẩu,coupe,số tự động,xăng,2015.0,96000.0,58.0,2.0,1088.0,1101.700354618578
toyota,camry 2.5q 2020,nhập khẩu,sedan,số tự động,xăng,2020.0,82000.0,58.0,2.5,885.0,891.5254237150584
mercedes,benz vito tourer 121 2016,nhập khẩu,van/minivan,số tự động,xăng,2016.0,91000.0,57.0,2.0,615.0,619.2337405476945
toyota,innova cross hev 2.0 cvt 2023,nhập khẩu,crossover,số tự động,hybrid,2023.0,8700.0,57.0,2.0,960.0,938.8278886192592
mazda,3 2.0l premium 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,87000.0,68.0,2.0,465.0,484.5343962028442
kia,sorento signature 2.5 at awd 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,50000.0,57.0,2.5,869.0,838.7370463414321
mercedes,benz c class c250 exclusive 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,58000.0,57.0,2.0,599.0,649.7024769838074
daewoo,lacetti ex 2009,lắp ráp trong nước,sedan,số tay,xăng,2009.0,11000.0,57.0,1.6,99.0,90.21176198785038
kia,k3 luxury 1.6 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,50000.0,57.0,1.6,483.0,527.6184483094052
mercedes,benz e class e200 exclusive 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,50000.0,60.0,2.0,1469.0,1465.3837059063562
kia,morning mt 2014,lắp ráp trong nước,hatchback,số tay,xăng,2014.0,179626.7683965918,96.0,1.25,128.0,136.44230319575178
toyota,fortuner 2.4g 4x2 mt 2018,nhập khẩu,suv,số tay,dầu,2018.0,90000.0,57.0,2.4,728.0,705.3282148524182
ford,ranger xls 2.0l 4x4 at 2023,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2023.0,63000.0,57.0,2.0,658.0,654.0512336714654
toyota,innova e 2.0 mt 2024,lắp ráp trong nước,crossover,số tay,xăng,2024.0,26000.0,58.0,2.0,699.0,678.7433882304035
ford,ranger stormtrak 2.0l 4x4 at 2024,nhập khẩu,bán tải / pickup,số tự động,dầu,2024.0,25000.0,70.0,2.0,952.0,985.023835275273
