Hãng xe,Dòng xe,Xuất xứ,Kiểu dáng,Hộp số,Loại động cơ,Năm sản xuất,Số Km đã đi,Số ngày bài đã đăng,Dung tích động cơ,Giá thực tế,Giá dự đoán
ford,ranger xlt 2.2l 4x4 at 2019,nhập khẩu,bán tải / pickup,số tự động,dầu,2019.0,80000.0,60.0,2.2,565.0,448.8316431951634
toyota,prado vx 2.7l 2019,nhập khẩu,suv,số tự động,xăng,2019.0,179626.7683965918,57.0,2.7,1960.0,1855.1971189872093
landrover,range rover hse lwb 5.0 2013,nhập khẩu,suv,số tự động,xăng,2013.0,179626.7683965918,63.0,5.0,1799.0,1811.9624998879863
hyundai,accent 1.4 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,48000.0,58.0,1.4,405.0,399.84097487883497
mercedes,benz c class c200 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,80000.0,60.0,2.0,580.0,565.1303445793432
ford,ranger xls 2.0l 4x2 at 2023,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2023.0,17000.0,57.0,2.0,635.0,629.9752438264586
toyota,raize g 1.0 cvt 2023,nhập khẩu,suv,số tự động,xăng,2023.0,9900.0,100.0,1.0,475.0,493.57325028246396
hyundai,i10 1.2 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,43000.0,57.0,1.25,348.0,360.7193251301733
toyota,camry 2.0q 2025,nhập khẩu,sedan,số tự động,xăng,2025.0,1000.0,59.0,2.0,1225.0,1181.8372882891977
hyundai,i10 grand 1.2 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,82000.0,58.0,1.25,285.0,289.7657033060502
hyundai,kona 2.0 ath 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,63000.0,58.0,2.0,489.0,483.368197853604
ford,ecosport titanium 1.5l at 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,95000.0,59.0,1.5,380.0,376.4689220910292
toyota,yaris 1.3g 2014,nhập khẩu,hatchback,số tự động,xăng,2014.0,62000.0,62.0,1.3,375.0,337.1217347617621
mitsubishi,xpander cross 1.5 at 2023,nhập khẩu,suv,số tự động,xăng,2023.0,49000.0,77.0,1.5,595.0,598.2493429606307
mercedes,benz c class c250 exclusive 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,179626.7683965918,58.0,2.0,588.0,630.9838750910934
kia,forte sx 1.6 mt 2011,lắp ráp trong nước,sedan,số tay,xăng,2011.0,70000.0,68.0,1.6,215.0,196.95969433678943
mercedes,benz e class e200 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,64000.0,61.0,2.0,999.0,1040.634691622993
ford,fiesta 1.6 at 2012,lắp ráp trong nước,sedan,số tự động,xăng,2012.0,110000.0,84.0,1.6,180.0,231.57700998394634
kia,sedona 2.2l dath 2018,lắp ráp trong nước,van/minivan,số tự động,dầu,2018.0,90000.0,63.0,2.2,665.0,660.8417202963786
toyota,innova 2.0e 2012,lắp ráp trong nước,crossover,số tay,xăng,2012.0,110000.0,58.0,2.0,250.0,231.4243274072557
lexus,es 250 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,19000.0,105.0,2.5,2286.0,2159.4612675515377
mercedes,benz v class v250 luxury 2021,nhập khẩu,van/minivan,số tự động,xăng,2021.0,69000.0,65.0,2.0,1699.0,1772.226753628523
toyota,vios 1.5g 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,70000.0,57.0,1.5,385.0,381.1050538976592
hyundai,elantra 1.6 at đặc biệt 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,20000.0,57.0,1.6,545.0,542.5352476225669
nissan,juke 1.6 at 2013,nhập khẩu,suv,số tự động,xăng,2013.0,8000.0,57.0,1.6,340.0,190.99230603539024
jaguar,xj series xjl 3.0 portfolio 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,48000.0,105.0,3.0,1899.0,1808.534624790832
mitsubishi,xpander 1.5 at 2021,nhập khẩu,suv,số tự động,xăng,2021.0,70000.0,58.0,1.5,445.0,477.46846212643646
ford,ranger wildtrak 3.2l 4x4 at 2016,nhập khẩu,bán tải / pickup,số tự động,dầu,2016.0,47000.0,84.0,3.2,616.0,495.2027737229391
mitsubishi,attrage 1.2 mt 2022,nhập khẩu,sedan,số tay,xăng,2022.0,179626.7683965918,57.0,1.2,285.0,264.20768478881047
ford,ecosport titanium 1.5l at 2014,lắp ráp trong nước,suv,số tự động,xăng,2014.0,110000.0,60.0,1.5,280.0,260.95411474955847
mazda,3 1.5 at 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,110000.0,58.0,1.5,345.0,345.56587679340544
mercedes,benz c class c200 avantgarde 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,40000.0,59.0,1.5,1186.0,1402.2136665727985
ford,everest titanium plus 2.0l 4x4 at 2022,nhập khẩu,suv,số tự động,dầu,2022.0,37000.0,63.0,2.0,1290.0,1297.1609919627422
hyundai,accent 1.4 at 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,80000.0,58.0,1.4,355.0,361.91685066605606
landrover,range rover evoque se 2022,nhập khẩu,suv,số tự động,xăng,2022.0,9600.0,57.0,2.0,2199.0,1325.0874994651933
hyundai,santafe cao cấp 2.4l htrac 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,179626.7683965918,57.0,2.4,955.0,815.5859555728754
mazda,cx5 2.0 at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,98000.0,57.0,2.0,445.0,443.2478865715291
mitsubishi,xpander cross 1.5 at 2024,nhập khẩu,suv,số tự động,xăng,2024.0,25000.0,57.0,1.5,619.0,632.442387930721
nissan,sunny xl 2019,lắp ráp trong nước,sedan,số tay,xăng,2019.0,135000.0,90.0,1.5,239.0,257.6754158145225
toyota,corolla altis 1.8g at 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,68000.0,65.0,1.8,539.0,556.1514503468495
kia,morning sx 1.1 at sportpack 2010,lắp ráp trong nước,hatchback,số tự động,xăng,2010.0,179626.7683965918,91.0,1.1,155.0,117.0938992642277
mitsubishi,triton 4x2 at 2022,nhập khẩu,bán tải / pickup,số tự động,dầu,2022.0,42000.0,74.0,2.4,560.0,550.9620334537931
kia,sedona 2.2l dath 2018,lắp ráp trong nước,van/minivan,số tự động,dầu,2018.0,110000.0,58.0,2.2,615.0,657.9338101539446
toyota,veloz cross top 1.5 cvt 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,50000.0,59.0,1.5,555.0,594.5891794773863
kia,k5 luxury 2.0 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,179626.7683965918,57.0,2.0,655.0,640.3224821167963
vinfast,vf3 plus 2025,lắp ráp trong nước,hatchback,số tự động,điện,2025.0,3000.0,57.0,2.097755539082448,305.0,258.76488723934114
toyota,corolla cross 1.8v 2021,nhập khẩu,suv,số tự động,xăng,2021.0,40000.0,63.0,1.8,645.0,687.2416497448139
kia,cerato 1.6 at deluxe 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,179626.7683965918,57.0,1.6,458.0,419.47978449045706
mazda,3 1.5l sport premium 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,70000.0,57.0,1.5,538.0,527.5562156771589
toyota,innova g 2008,lắp ráp trong nước,crossover,số tay,xăng,2008.0,179626.7683965918,77.0,2.0,160.0,182.2569489633514
toyota,rush 1.5s at 2020,nhập khẩu,suv,số tự động,xăng,2020.0,53000.0,58.0,1.5,490.0,499.0221129874357
mazda,6 2.0 at 2015,nhập khẩu,sedan,số tự động,xăng,2015.0,90000.0,82.0,2.0,340.0,406.8243322689367
hyundai,accent 1.4 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,75000.0,65.0,1.4,370.0,417.79614880962737
vinfast,fadil nâng cao 1.4 at 2022,lắp ráp trong nước,hatchback,số tự động,xăng,2022.0,28688.0,57.0,1.4,315.0,334.1267339073428
toyota,sienna limited 3.5 awd 2013,nhập khẩu,van/minivan,số tự động,xăng,2013.0,72000.0,90.0,3.5,1198.0,1012.6099006815812
toyota,corolla altis 2.0v 2010,lắp ráp trong nước,sedan,số tự động,xăng,2010.0,123333.0,65.0,2.0,280.0,283.6018606149002
chevrolet,spark ltz 1.0 at zest 2015,lắp ráp trong nước,hatchback,số tự động,xăng,2015.0,179626.7683965918,67.0,1.0,155.0,160.36692509721777
toyota,corolla cross 1.8v 2020,nhập khẩu,suv,số tự động,xăng,2020.0,74000.0,57.0,1.8,655.0,642.2133950730309
toyota,sienna limited 3.5 2014,nhập khẩu,van/minivan,số tự động,xăng,2014.0,58000.0,57.0,3.5,1489.0,732.5969543481045
mitsubishi,outlander 2.0 cvt 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,50000.0,57.0,2.0,685.0,683.4741305927043
ford,everest titanium 2.0l 4x4 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,131000.0,57.0,2.0,879.0,880.430275639016
landrover,range rover hse 3.0 2014,nhập khẩu,suv,số tự động,xăng,2014.0,90000.0,57.0,3.0,2090.0,2038.3671759293181
mazda,3 1.5 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,40000.0,60.0,1.5,465.0,423.33174463121
hyundai,kona 1.6 turbo 2021,lắp ráp trong nước,crossover,số tự động,xăng,2021.0,179626.7683965918,92.0,1.6,525.0,495.34951865935676
mercedes,benz gls 350d 4matic 2016,nhập khẩu,suv,số tự động,dầu,2016.0,100000.0,60.0,3.0,1530.0,1577.0687847172485
ford,everest titanium 2.2l 4x2 at 2017,nhập khẩu,suv,số tự động,dầu,2017.0,110000.0,57.0,2.2,685.0,692.1809414735069
toyota,vios e cvt 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,30000.0,57.0,1.5,420.0,421.75039753666124
kia,sportage signature x,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,20000.0,58.0,1.6,1.0,1.3707519212792627
toyota,innova 2.0e 2019,lắp ráp trong nước,crossover,số tay,xăng,2019.0,88682.0,59.0,2.0,435.0,437.89405857814324
ford,everest titanium 2.0l 4x2 at 2018,nhập khẩu,suv,số tự động,dầu,2018.0,90000.0,58.0,2.0,765.0,771.0555862661407
mazda,3 1.5 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,80000.0,83.0,1.5,409.0,421.8295651106097
mercedes,benz c class c300 amg 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,70000.0,59.0,2.0,860.0,804.7646094428442
chevrolet,spark van 0.8 mt 2011,lắp ráp trong nước,van/minivan,số tay,xăng,2011.0,179626.7683965918,90.0,0.8,88.0,57.2839351464104
kia,morning ex 2016,lắp ráp trong nước,hatchback,số tay,xăng,2016.0,1234.0,57.0,1.25,125.0,141.44226264758314
peugeot,3008 1.6 at 2018,lắp ráp trong nước,crossover,số tự động,xăng,2018.0,68122.0,63.0,1.6,550.0,567.3943657756489
mercedes,benz e class e200 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,80000.0,57.0,2.0,1090.0,1038.1202297876277
mercedes,benz glc 200 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,40000.0,60.0,2.0,1290.0,1269.4955084379937
baic,beijing u5 plus luxury 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,22000.0,58.0,1.5,375.0,355.9046364005938
toyota,vios 1.5e mt 2018,lắp ráp trong nước,sedan,số tay,xăng,2018.0,62000.0,58.0,1.5,280.0,286.725199616995
mercedes,benz gle class gle 400 4matic coupe 2016,nhập khẩu,coupe,số tự động,xăng,2016.0,80000.0,63.0,3.0,1040.0,1152.1064151843484
vinfast,vf8 plus awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,58529.0,62.0,2.097755539082448,835.0,835.8847617976716
kia,sorento dath 2017,lắp ráp trong nước,suv,số tự động,dầu,2017.0,70000.0,57.0,2.2,535.0,551.4978988898396
mercedes,benz glc 300 4matic 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,70000.0,57.0,2.0,1440.0,1470.9480080416217
kia,seltos deluxe 1.4 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,30000.0,65.0,1.4,515.0,508.19233054275725
mercedes,benz e class e250 2012,lắp ráp trong nước,sedan,số tự động,xăng,2012.0,120000.0,58.0,1.8,355.0,419.4184093176851
kia,rondo gat deluxe 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,109000.0,57.0,2.0,419.0,407.6570658331533
kia,cerato 1.6 at luxury 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,60000.0,60.0,1.6,455.0,445.07764909667463
honda,crv l 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,179626.7683965918,75.0,1.5,1050.0,996.083856350933
hyundai,elantra 1.6 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,27000.0,107.0,1.6,510.0,463.4384541692117
toyota,yaris cross 1.5 d,nhập khẩu,suv,số tự động,xăng,2025.0,3900.0,57.0,1.5,2025.0,2111.920949913005
mazda,cx5 premium exclusive 2.0 at 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,37000.0,57.0,2.0,825.0,819.0408487196698
hyundai,accent 1.4 at đặc biệt 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,30000.0,93.0,1.4,460.0,465.04423136895605
honda,city 1.5top 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,61000.0,58.0,1.5,389.0,385.5209629703737
peugeot,3008 1.6 at 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,80000.0,57.0,1.6,595.0,610.8798421410332
audi,a6 45 tfsi 2021,nhập khẩu,sedan,số tự động,xăng,2021.0,28000.0,57.0,2.0,1590.0,1592.7614332296698
toyota,innova g 2.0 at 2022,lắp ráp trong nước,crossover,số tự động,xăng,2022.0,100000.0,57.0,2.0,705.0,709.6532242007727
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,67000.0,57.0,2.2,1115.0,1130.0958502873625
bmw,3 series 330i m sport 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,18000.0,57.0,2.0,1699.0,1673.505947326841
mazda,cx5 2.0 at 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,84000.0,59.0,2.0,505.0,507.6376292670006
honda,civic g 1.8 at 2019,nhập khẩu,sedan,số tự động,xăng,2019.0,60000.0,61.0,1.8,535.0,536.7939241255782
toyota,yaris 1.3 at 2009,nhập khẩu,sedan,số tự động,xăng,2009.0,150000.0,57.0,1.3,248.0,224.4107211595216
mercedes,benz glc 300 4matic 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,98000.0,57.0,2.0,845.0,838.3038647488977
mercedes,benz glc 300 4matic 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,68000.0,63.0,2.0,1030.0,1032.7696702305316
kia,seltos deluxe 1.5 at 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,5000.0,57.0,1.5,599.0,341.30339030132694
mazda,cx5 2.0 at awd 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,10800.0,57.0,2.0,445.0,426.39104707521
hyundai,elantra 1.6 at 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,62000.0,57.0,1.6,455.0,426.96173651669585
mitsubishi,attrage 1.2 cvt 2023,nhập khẩu,sedan,số tự động,xăng,2023.0,55000.0,57.0,1.2,358.0,361.9562499295325
toyota,fortuner 2.7v 4x2 at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,130000.0,57.0,2.7,469.0,479.2074721797047
ford,ranger raptor 2.0l 4x4 at 2025,nhập khẩu,bán tải / pickup,số tự động,dầu,2025.0,858.0,103.0,2.0,1219.0,1177.3724242544477
lexus,rx 350 2007,nhập khẩu,suv,số tự động,xăng,2007.0,13000.0,57.0,3.5,320.0,322.1128615128089
toyota,vios e 1.5 mt 2022,lắp ráp trong nước,sedan,số tay,xăng,2022.0,80000.0,57.0,1.5,355.0,354.6603665305586
bmw,5 series 528i gt 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,75000.0,57.0,2.0,595.0,581.6793252626064
ford,ranger xls 2.2l 4x2 mt 2013,nhập khẩu,bán tải / pickup,số tay,dầu,2013.0,210000.0,69.0,2.2,250.0,274.82859115929494
toyota,vios g 1.5 cvt 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,11000.0,106.0,1.5,511.0,488.17834927419165
mercedes,benz c class c200 2013,lắp ráp trong nước,sedan,số tự động,xăng,2013.0,120000.0,83.0,1.8,345.0,364.0062220673714
mercedes,benz glc 200 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,34700.0,98.0,2.0,1459.0,1369.6532780914658
vinfast,fadil 1.4 at 2021,lắp ráp trong nước,hatchback,số tự động,xăng,2021.0,60000.0,57.0,1.4,290.0,306.1715192376069
suzuki,ertiga glx 1.5 at 2019,nhập khẩu,suv,số tự động,xăng,2019.0,50000.0,61.0,1.5,380.0,372.8880315878092
kia,cerato 1.6 mt 2021,lắp ráp trong nước,sedan,số tay,xăng,2021.0,50000.0,57.0,1.6,435.0,424.24498202971114
mercedes,benz s class s400l 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,90000.0,96.0,3.0,1350.0,1316.9168734754007
mercedes,benz e class e250 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,130000.0,57.0,2.0,488.0,519.9566355347815
toyota,fortuner 2.4g 4x2 at 2020,lắp ráp trong nước,suv,số tự động,dầu,2020.0,179626.7683965918,58.0,2.4,830.0,801.6606455345194
toyota,vios 1.5g cvt 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,179626.7683965918,91.0,1.5,390.0,407.8383838103515
mercedes,benz e class e250 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,8000.0,107.0,2.0,990.0,840.8924891976201
kia,carnival royal 2.2d 2023,lắp ráp trong nước,van/minivan,số tự động,dầu,2023.0,20000.0,57.0,2.2,1950.0,630.5024366330655
kia,morning van 1.0 at 2014,nhập khẩu,van/minivan,số tự động,xăng,2014.0,12000.0,61.0,1.0,159.0,163.68281027666208
kia,morning si at 2016,lắp ráp trong nước,hatchback,số tự động,xăng,2016.0,56789.0,57.0,1.25,245.0,253.77342706718312
mercedes,benz e class e300 amg 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,88000.0,58.0,2.0,1335.0,1319.8095959229713
mitsubishi,xpander 1.5 mt 2019,nhập khẩu,suv,số tay,xăng,2019.0,82000.0,57.0,1.5,415.0,369.9932596941393
mazda,cx5 premium 2.0 at 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,52000.0,62.0,2.0,705.0,714.5157583005564
toyota,fortuner 2.7v 4x2 at 2018,nhập khẩu,suv,số tự động,xăng,2018.0,179626.7683965918,57.0,2.7,719.0,684.3263060658204
vinfast,vf5 plus 2025,lắp ráp trong nước,suv,số tự động,điện,2025.0,17000.0,57.0,2.097755539082448,479.0,455.82827244432065
kia,seltos luxury 1.4 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,46508.0,62.0,1.4,520.0,528.5059513992198
toyota,vios g 1.5 cvt 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,30000.0,58.0,1.5,455.0,448.55922479289717
porsche,cayenne gts 2008,nhập khẩu,suv,số tự động,xăng,2008.0,115600.0,57.0,4.8,580.0,413.8469643183605
kia,k3 1.6 mt 2015,lắp ráp trong nước,sedan,số tay,xăng,2015.0,179626.7683965918,106.0,1.6,255.0,163.76139006715087
mitsubishi,xpander premium 1.5 at 2022,nhập khẩu,suv,số tự động,xăng,2022.0,121232.0,70.0,1.5,499.0,540.4915924741184
vinfast,fadil 1.4 at 2021,lắp ráp trong nước,hatchback,số tự động,xăng,2021.0,22000.0,57.0,1.4,315.0,306.6358252245574
mazda,cx5 2.5 at 2wd 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,179626.7683965918,57.0,2.5,509.0,502.45942198368
toyota,corolla altis 1.8g at 2011,lắp ráp trong nước,sedan,số tự động,xăng,2011.0,177000.0,106.0,1.8,300.0,302.3301498293223
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,50000.0,57.0,2.0,1486.0,1592.1664768791497
toyota,innova g 2007,lắp ráp trong nước,crossover,số tay,xăng,2007.0,138000.0,63.0,2.0,162.0,156.49404731453905
chevrolet,spark lite van 0.8 mt 2014,lắp ráp trong nước,van/minivan,số tay,xăng,2014.0,140000.0,58.0,0.8,60.0,70.93713578990472
kia,sorento signature 2.2 at awd 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,69000.0,57.0,2.2,935.0,977.4087168662165
mazda,cx8 premium 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,59000.0,57.0,2.5,880.0,904.227511587714
hyundai,santafe cao cấp 2.2l htrac 2024,lắp ráp trong nước,suv,số tự động,dầu,2024.0,13000.0,80.0,2.2,1320.0,1329.418457566258
toyota,fortuner 2.7v 4x2 at trd 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,92000.0,57.0,2.7,770.0,763.7946978328863
landrover,range rover hse 3.0 2015,nhập khẩu,suv,số tự động,xăng,2015.0,89600.0,95.0,3.0,2150.0,2153.3338649691887
toyota,fortuner 2.4g 4x2 at 2019,nhập khẩu,suv,số tự động,dầu,2019.0,20000.0,57.0,2.4,775.0,875.7172663631779
vinfast,fadil 1.4 at 2019,lắp ráp trong nước,hatchback,số tự động,xăng,2019.0,50000.0,57.0,1.4,275.0,265.1058324427531
kia,sorento signature 2.2 at awd 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,69000.0,57.0,2.2,935.0,977.4087168662165
