Hãng xe,Dòng xe,Giá thành,Thông số
Volvo,Xc90 T8 Recharge 2020,2480000000,"Năm sản xuất: 2020, Số Km đã đi: 18000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Hybrid, Dung tích động cơ: 2.0"
Bmw,3 Series 320I 2016,568000000,"Năm sản xuất: 2016, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Ford,Ranger Wildtrak 2 0L 4X4 At 2025,899000000,"Năm sản xuất: 2025, Số Km đã đi: 12000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Xls 2 0L 4X2 At 2023,645000000,"Năm sản xuất: 2023, Số Km đã đi: 31000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Hyundai,Accent 1 4 At 2019,355000000,"Năm sản xuất: 2019, Số Km đã đi: 1100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Tucson 2 0 At Tieu Chuan 2021,610000000,"Năm sản xuất: 2021, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Kia,Morning 1 0 At Sport 2011,215000000,"Năm sản xuất: 2011, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.0"
Kia,Soluto 1 4 At Deluxe 2020,325000000,"Năm sản xuất: 2020, Số Km đã đi: 56000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Lexus,Lx 570 Super Sport 2020,7790000000,"Năm sản xuất: 2020, Số Km đã đi: 50000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 5.7"
Lexus,Rx 350 2016,1130000000,"Năm sản xuất: 2016, Số Km đã đi: 40000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Lexus,Rx 350 Luxury 2023,4250000000,"Năm sản xuất: 2023, Số Km đã đi: 13000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Mazda,2 Luxury 2020,385000000,"Năm sản xuất: 2020, Số Km đã đi: 70000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,3 1 5 At 2015,355000000,"Năm sản xuất: 2015, Số Km đã đi: 48000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,Cx8 Premium Awd 2021,770000000,"Năm sản xuất: 2021, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Mercedes Benz,S Class S400L 2014,999000000,"Năm sản xuất: 2014, Số Km đã đi: 130000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mitsubishi,Outlander 2 4 Cvt Premium 2018,580000000,"Năm sản xuất: 2018, Số Km đã đi: 70000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Toyota,Camry 2 5Q 2019,850000000,"Năm sản xuất: 2019, Số Km đã đi: 73856, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Toyota,Camry 3 5Q 2007,295000000,"Năm sản xuất: 2007, Số Km đã đi: 145678, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Toyota,Hiace 2 8 Mt 2021,960000000,"Năm sản xuất: 2021, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.8"
Toyota,Vios 1 5E Mt 2020,355000000,"Năm sản xuất: 2020, Số Km đã đi: 50000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Volvo,Xc60 Inscription B6 Awd 2022,1879000000,"Năm sản xuất: 2022, Số Km đã đi: 30000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Audi,A1 2 0T S,420000000,"Năm sản xuất: 2012, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Audi,A6 45 Tfsi 2021,1590000000,"Năm sản xuất: 2021, Số Km đã đi: 28000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Ford,Everest Titanium 2 0L 4X2 At 2023,1230000000,"Năm sản xuất: 2023, Số Km đã đi: 30000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Explorer Limited 2 3L Ecoboost 2021,1665000000,"Năm sản xuất: 2021, Số Km đã đi: 76000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.3"
Ford,Ranger Raptor 2 0L 4X4 At 2019,920000000,"Năm sản xuất: 2019, Số Km đã đi: 65000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Territory Titanium X 1 5 At 2025,870000000,"Năm sản xuất: 2025, Số Km đã đi: 2000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Hyundai,Santafe Tieu Chuan 2 2L 2022,955000000,"Năm sản xuất: 2022, Số Km đã đi: 80000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Hyundai,Tucson 2 0 Ath 2019,675000000,"Năm sản xuất: 2019, Số Km đã đi: 90000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Kia,Cerato 1 6 At 2018,399000000,"Năm sản xuất: 2018, Số Km đã đi: 110000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Lexus,Es 250 F Sport 2022,2280000000,"Năm sản xuất: 2022, Số Km đã đi: 60000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Mercedes Benz,C Class C250 Exclusive 2018,789000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,S Class S500L 2015,1259000000,"Năm sản xuất: 2015, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 4.7"
Peugeot,5008 1 6 At 2019,659000000,"Năm sản xuất: 2019, Số Km đã đi: 70000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Toyota,Corolla Altis 1 8G Mt 2005,140000000,"Năm sản xuất: 2005, Số Km đã đi: 129000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Toyota,Fortuner 2 7V 4X2 At 2016,485000000,"Năm sản xuất: 2016, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.7"
Toyota,Granvia 2 8 At 2020,3190000000,"Năm sản xuất: 2020, Số Km đã đi: 65000, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.8"
Toyota,Land Cruiser 4 6 V8 2020,4100000000,"Năm sản xuất: 2020, Số Km đã đi: 96000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 4.6"
Toyota,Yaris 1 5G 2018,415000000,"Năm sản xuất: 2018, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Volkswagen,Teramont President 2 0 At 2024,2290000000,"Năm sản xuất: 2024, Số Km đã đi: 18000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Volkswagen,Tiguan Allspace 2023,1479000000,"Năm sản xuất: 2023, Số Km đã đi: 6500, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,4 Series 430I Convertible M Sport 2023,2799000000,"Năm sản xuất: 2023, Số Km đã đi: 12000, Xuất xứ: Nhập khẩu, Kiểu dáng: Convertible/Cabriolet, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,7 Series 740Li 2017,2079000000,"Năm sản xuất: 2017, Số Km đã đi: 56000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Bmw,X7 Xdrive40I M Sport 2022,4296000000,"Năm sản xuất: 2022, Số Km đã đi: 30000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Bmw,Z4 Sdrive30I M Sport 2020,2279000000,"Năm sản xuất: 2020, Số Km đã đi: 11700, Xuất xứ: Nhập khẩu, Kiểu dáng: Convertible/Cabriolet, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Ford,Everest Titanium 2 0L 4X4 At 2021,920000000,"Năm sản xuất: 2021, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Wildtrak 2 0L 4X4 At 2023,815000000,"Năm sản xuất: 2023, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Honda,Crv 2 4 At,525000000,"Năm sản xuất: 2016, Số Km đã đi: 140000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Kia,Carnival Luxury 2 2D 2021,1030000000,"Năm sản xuất: 2021, Số Km đã đi: 80000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Kia,Frontier 2016,245000000,"Năm sản xuất: 2016, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Truck, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: nan"
Kia,K3 2 0 At 2016,335000000,"Năm sản xuất: 2016, Số Km đã đi: 100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Kia,Morning Si Mt 2016,199000000,"Năm sản xuất: 2016, Số Km đã đi: 22000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Kia,Sonet Premium 1 5 At 2024,595000000,"Năm sản xuất: 2024, Số Km đã đi: 20000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Kia,Sportage Signature 2 0G 2023,845000000,"Năm sản xuất: 2023, Số Km đã đi: 70000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Landrover,Range Rover Sport Dynamic Se P400 3 0 At 2022,5979000000,"Năm sản xuất: 2022, Số Km đã đi: 100000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mazda,2 Deluxe 2020,360000000,"Năm sản xuất: 2020, Số Km đã đi: 38000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,S Class S450L 2020,2280000000,"Năm sản xuất: 2020, Số Km đã đi: 32000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mitsubishi,Mirage 1 2 At 2014,225000000,"Năm sản xuất: 2014, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Toyota,Land Cruiser 5 7 V8 2012,2650000000,"Năm sản xuất: 2012, Số Km đã đi: 166666, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 5.7"
Toyota,Prado Vx 2 7L 2020,2100000000,"Năm sản xuất: 2020, Số Km đã đi: 100000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.7"
Toyota,Vios 1 5E Mt 2019,318000000,"Năm sản xuất: 2019, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Bmw,2 Series 218I Active Tourer 2015,430000000,"Năm sản xuất: 2015, Số Km đã đi: 34000, Xuất xứ: Nhập khẩu, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Ford,Ranger Wildtrak 2 0L 4X4 At 2021,688000000,"Năm sản xuất: 2021, Số Km đã đi: 89000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Xls 2 2L 4X2 At 2016,415000000,"Năm sản xuất: 2016, Số Km đã đi: 11000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Ford,Transit Van 2019,539000000,"Năm sản xuất: 2019, Số Km đã đi: 95000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Van/Minivan, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.4"
Honda,City 1 5 At 2014,275000000,"Năm sản xuất: 2014, Số Km đã đi: 86000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Honda,Crv L 2021,835000000,"Năm sản xuất: 2021, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Isuzu,Trooper Se 2003,135000000,"Năm sản xuất: 2003, Số Km đã đi: 220000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.2"
Kia,Morning 1 0 At 2014,215000000,"Năm sản xuất: 2014, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.0"
Kia,Morning Si At 2016,255000000,"Năm sản xuất: 2016, Số Km đã đi: 90000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Kia,Sedona 3 3 Gat Premium 2019,688000000,"Năm sản xuất: 2019, Số Km đã đi: 100390, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.3"
Kia,Sorento Signature 2 2 At Awd 2022,975000000,"Năm sản xuất: 2022, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Mazda,3 1 5 At 2018,415000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,3 1 5L Luxury 2023,568000000,"Năm sản xuất: 2023, Số Km đã đi: 20000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,C Class C200 2019,839000000,"Năm sản xuất: 2019, Số Km đã đi: 75000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,Gls 400 4Matic 2016,1590000000,"Năm sản xuất: 2016, Số Km đã đi: 100000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mitsubishi,Xpander 1 5 Mt 2019,365000000,"Năm sản xuất: 2019, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Suzuki,Ciaz 1 4 At 2017,260000000,"Năm sản xuất: 2017, Số Km đã đi: 190000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Toyota,Avanza Premio 1 5 Mt 2023,465000000,"Năm sản xuất: 2023, Số Km đã đi: 69319, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Innova 2 0E 2019,465000000,"Năm sản xuất: 2019, Số Km đã đi: 65000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Veloz Cross Top 1 5 Cvt 2022,535000000,"Năm sản xuất: 2022, Số Km đã đi: 50000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Audi,A1 2 0T S,410000000,"Năm sản xuất: 2012, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Audi,A6 1 8 Tfsi 2017,699000000,"Năm sản xuất: 2017, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Bmw,4 Series 420I Gran Coupe 2017,820000000,"Năm sản xuất: 2017, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Hyundai,Accent 1 4 At 2018,355000000,"Năm sản xuất: 2018, Số Km đã đi: 80, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Avante 1 6 Mt 2014,170000000,"Năm sản xuất: 2014, Số Km đã đi: 200000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,Elantra 1 6 At 2018,380000000,"Năm sản xuất: 2018, Số Km đã đi: 80, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,Elantra 1 6 At Tieu Chuan 2024,550000000,"Năm sản xuất: 2024, Số Km đã đi: 300, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,Santafe Cao Cap 2 5L Htrac 2022,995000000,"Năm sản xuất: 2022, Số Km đã đi: 69000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Hyundai,Stargazer X Cao Cap 1 5 At 2024,555000000,"Năm sản xuất: 2024, Số Km đã đi: 11000, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Kia,Sonet Premium 1 5 At 2023,560000000,"Năm sản xuất: 2023, Số Km đã đi: 14000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,Cx5 2 0 At 2017,495000000,"Năm sản xuất: 2017, Số Km đã đi: 88000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,S Class S400L 2015,1130000000,"Năm sản xuất: 2015, Số Km đã đi: 89000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mg,5 Luxury 1 5 At 2022,389000000,"Năm sản xuất: 2022, Số Km đã đi: 31000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mitsubishi,Triton 4X2 At 2017,419000000,"Năm sản xuất: 2017, Số Km đã đi: 68, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Dầu, Dung tích động cơ: 2.5"
Mitsubishi,Xpander 1 5 At 2020,460000000,"Năm sản xuất: 2020, Số Km đã đi: 8, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mitsubishi,Xpander 1 5 Mt 2020,400000000,"Năm sản xuất: 2020, Số Km đã đi: 40000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mitsubishi,Xpander 1 5 Mt 2022,465000000,"Năm sản xuất: 2022, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Land Cruiser Gx 4 5 2006,630000000,"Năm sản xuất: 2006, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 4.5"
Toyota,Vios 1 5G 2019,349000000,"Năm sản xuất: 2019, Số Km đã đi: 35000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios G 1 5 Cvt 2024,499000000,"Năm sản xuất: 2024, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 33, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
