Hãng xe,Dòng xe,Giá thành,Thông số
Zotye,Hunter 1 3 Mt 2010,80000000,"Năm sản xuất: 2010, Số Km đã đi: 201000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.3"
Chevrolet,Spark Lt 0 8 Mt 2008,99000000,"Năm sản xuất: 2008, Số Km đã đi: 7000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 0.8"
Ford,Everest Titanium 2 0L 4X2 At 2021,890000000,"Năm sản xuất: 2021, Số Km đã đi: 50000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Xls 2 2L 4X2 Mt 2016,385000000,"Năm sản xuất: 2016, Số Km đã đi: 132000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Honda,Hrv L 2019,485000000,"Năm sản xuất: 2019, Số Km đã đi: 36000, Xuất xứ: Nhập khẩu, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Hyundai,Elantra 2 0 At 2019,439000000,"Năm sản xuất: 2019, Số Km đã đi: 59000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Hyundai,Santafe Cao Cap 2 2L Htrac 2023,1090000000,"Năm sản xuất: 2023, Số Km đã đi: 20000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Hyundai,Veloster 1 6 At Gdi 2011,268000000,"Năm sản xuất: 2011, Số Km đã đi: 114000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,Cerato 1 6 Mt 2007,85000000,"Năm sản xuất: 2007, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,Forte Ex 1 6 Mt 2013,218000000,"Năm sản xuất: 2013, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,Optima 2 0 At 2014,408000000,"Năm sản xuất: 2014, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mazda,2 1 5 At 2016,290000000,"Năm sản xuất: 2016, Số Km đã đi: 6, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,C Class C200 2019,785000000,"Năm sản xuất: 2019, Số Km đã đi: 68442, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,Gl 450 4Matic 2011,755000000,"Năm sản xuất: 2011, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 4.7"
Toyota,Alphard Executive Lounge 2019,2950000000,"Năm sản xuất: 2019, Số Km đã đi: 83000, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Toyota,Corolla Xli 1 8 At 2008,268000000,"Năm sản xuất: 2008, Số Km đã đi: 110000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Toyota,Fortuner 2 5G 2015,575000000,"Năm sản xuất: 2015, Số Km đã đi: 95000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.5"
Toyota,Innova 2 0E 2019,400000000,"Năm sản xuất: 2019, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Innova G 2011,205000000,"Năm sản xuất: 2011, Số Km đã đi: 350000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Rav4 2 4 At Awd 2008,218000000,"Năm sản xuất: 2008, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Toyota,Wigo 1 2G At 2018,265000000,"Năm sản xuất: 2018, Số Km đã đi: 70000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Ford,Territory Titanium X 1 5 At 2025,865000000,"Năm sản xuất: 2025, Số Km đã đi: 1500, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Honda,Civic 1 8 E 2018,420000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Hyundai,Accent 1 4 Mt 2019,260000000,"Năm sản xuất: 2019, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Elantra 1 6 Mt 2017,280000000,"Năm sản xuất: 2017, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,I10 Grand 1 2 At 2015,265000000,"Năm sản xuất: 2015, Số Km đã đi: 50, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Hyundai,I10 Grand 1 2 Mt Base 2019,195000000,"Năm sản xuất: 2019, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Hyundai,Santafe 2 4L 4Wd 2016,585000000,"Năm sản xuất: 2016, Số Km đã đi: 100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Kia,Sonet Premium 1 5 At 2023,550000000,"Năm sản xuất: 2023, Số Km đã đi: 14000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Lexus,Rx 300 F Sport 2022,3200000000,"Năm sản xuất: 2022, Số Km đã đi: 43000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mazda,Cx5 Premium 2 0 At 2021,675000000,"Năm sản xuất: 2021, Số Km đã đi: 50000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,C Class C250 Exclusive 2017,750000000,"Năm sản xuất: 2017, Số Km đã đi: 70000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,Glc 200 4Matic 2021,1459000000,"Năm sản xuất: 2021, Số Km đã đi: 34700, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,Glc 200 4Matic 2023,1869000000,"Năm sản xuất: 2023, Số Km đã đi: 19000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,Glc 300 4Matic Coupe 2022,2380000000,"Năm sản xuất: 2022, Số Km đã đi: 30000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Corolla Altis 1 3J Mt 2002,65000000,"Năm sản xuất: 2002, Số Km đã đi: 50000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.3"
Toyota,Innova 2 0E 2018,429000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Vios 1 5E 2018,269000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios 1 5E Mt 2019,299000000,"Năm sản xuất: 2019, Số Km đã đi: 85000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios 1 5E Mt 2019,289000000,"Năm sản xuất: 2019, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Vinfast,Fadil 1 4 At 2020,280000000,"Năm sản xuất: 2020, Số Km đã đi: 56000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Chevrolet,Aveo Lt 1 4 Mt 2017,152000000,"Năm sản xuất: 2017, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Chevrolet,Colorado High Country 2 8L 4X4 At 2016,419000000,"Năm sản xuất: 2016, Số Km đã đi: 69000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.8"
Ford,Escape 2 3 At 2004,125000000,"Năm sản xuất: 2004, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.3"
Ford,Ranger Wildtrak 2 0L 4X4 At 2022,770000000,"Năm sản xuất: 2022, Số Km đã đi: 90000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Xl 2 2L 4X4 Mt 2017,345000000,"Năm sản xuất: 2017, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Kia,Morning Premium At 2022,345000000,"Năm sản xuất: 2022, Số Km đã đi: 30000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Kia,Seltos Premium 1 4 At 2023,620000000,"Năm sản xuất: 2023, Số Km đã đi: 45000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Kia,Sorento Gath 2016,480000000,"Năm sản xuất: 2016, Số Km đã đi: 100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Lexus,Lx 570 2012,2600000000,"Năm sản xuất: 2012, Số Km đã đi: 38630, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 5.7"
Mazda,2 1 5 At 2015,315000000,"Năm sản xuất: 2015, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,2 1 5 At 2018,336000000,"Năm sản xuất: 2018, Số Km đã đi: 68000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,3 1 5 At 2018,385000000,"Năm sản xuất: 2018, Số Km đã đi: 88000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,C Class C200 Avantgarde 2007,180000000,"Năm sản xuất: 2007, Số Km đã đi: 140000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Mercedes Benz,E Class E200 2005,135000000,"Năm sản xuất: 2005, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Mercedes Benz,Glc 200 4Matic 2019,1200000000,"Năm sản xuất: 2019, Số Km đã đi: 86000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mg,Zs Luxury 1 5 At 2Wd 2020,400000000,"Năm sản xuất: 2020, Số Km đã đi: 94000, Xuất xứ: Nhập khẩu, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Nissan,Navara El 2 5 At 2Wd 2018,415000000,"Năm sản xuất: 2018, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.5"
Toyota,Corolla Altis 1 8G At 2015,435000000,"Năm sản xuất: 2015, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Toyota,Corolla Altis 1 8G At 2018,519000000,"Năm sản xuất: 2018, Số Km đã đi: 63200, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Vinfast,Fadil Tieu Chuan 1 4 At 2022,323000000,"Năm sản xuất: 2022, Số Km đã đi: 42000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Chevrolet,Aveo Lt 1 4 Mt 2018,155000000,"Năm sản xuất: 2018, Số Km đã đi: 155000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Chevrolet,Spark Lt 0 8 Mt 2008,95000000,"Năm sản xuất: 2008, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 0.8"
Ford,Ranger Xls 2 0L 4X2 At 2022,609000000,"Năm sản xuất: 2022, Số Km đã đi: 57000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Honda,City 1 5 Mt 2016,270000000,"Năm sản xuất: 2016, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Hyundai,Accent 1 4 Mt Base 2020,299000000,"Năm sản xuất: 2020, Số Km đã đi: 90000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,I10 Grand 1 0 Mt 2014,140000000,"Năm sản xuất: 2014, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.0"
Hyundai,Santafe Cao Cap 2 5L Htrac 2021,970000000,"Năm sản xuất: 2021, Số Km đã đi: 70000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Hyundai,Stargazer Dac Biet 1 5 At 2022,479000000,"Năm sản xuất: 2022, Số Km đã đi: 50000, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Kia,Forte Sx 1 6 At 2011,245000000,"Năm sản xuất: 2011, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Mazda,3 1 5L Luxury 2021,490000000,"Năm sản xuất: 2021, Số Km đã đi: 52000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,Cx5 Premium 2 0 At 2023,729000000,"Năm sản xuất: 2023, Số Km đã đi: 42000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,C Class C200 Avantgarde 2023,1358000000,"Năm sản xuất: 2023, Số Km đã đi: 14800, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,Glc 300 4Matic 2023,2439000000,"Năm sản xuất: 2023, Số Km đã đi: 1000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,S Class S450 4Matic 2023,4490000000,"Năm sản xuất: 2023, Số Km đã đi: 11000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mercedes Benz,S Class S500L 2014,1268000000,"Năm sản xuất: 2014, Số Km đã đi: 15000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 4.7"
Toyota,Camry 2 0E 2010,325000000,"Năm sản xuất: 2010, Số Km đã đi: 165000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Fortuner 2 4G 4X2 Mt 2021,810000000,"Năm sản xuất: 2021, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.4"
Toyota,Vios 1 5E Cvt 2018,325000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios G 1 5 Cvt 2022,465000000,"Năm sản xuất: 2022, Số Km đã đi: 28000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
