title,price,posted_date,specs
Xe Mitsubishi Outlander 2.0 CVT 2020,565 Triệu,17/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '70,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Nissan Sunny XV Premium 2020,340 Triệu,17/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '52,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Fortuner 2.4G 4x2 AT 2020,900 Triệu,17/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.4 L'}"
Xe Toyota Fortuner 2.4L 4x2 MT 2022,850 Triệu,17/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '78,192 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.4 L'}"
Xe Toyota Innova 2.0G 2019,600 Triệu,17/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '95,622 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Toyota Innova 2.0V 2017,510 Triệu,17/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '125,470 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Ford Territory Titanium X 1.5 AT 2025,865 Triệu,17/08/2025,"{'Năm sản xuất': '2025', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '3,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Honda CRV L 2021,850 Triệu,17/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Hyundai Accent 1.4 AT 2012,298 Triệu,17/08/2025,"{'Năm sản xuất': '2012', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '39,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai Accent 1.4 AT Đặc Biệt 2022,443 Triệu,17/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '78,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai Elantra 2.0 AT 2022,495 Triệu,17/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '51,235 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Hyundai Tucson 1.6 AT Turbo 2018,579 Triệu,17/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '67,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia K3 1.6 MT 2014,400 Triệu,17/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '18,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia Morning 1.0 MT 2017,158 Triệu,17/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '221,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.0 L'}"
Xe Kia Morning SLX 1.0 AT 2005,95 Triệu,17/08/2025,"{'Năm sản xuất': '2005', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '130,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Kia Morning Van 1.0 AT 2012,132 Triệu,17/08/2025,"{'Năm sản xuất': '2012', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '93,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Lexus GX 470 2008,730 Triệu,17/08/2025,"{'Năm sản xuất': '2008', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '100,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  4.7 L'}"
Xe Mazda 3 1.5 AT 2018,430 Triệu,17/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '63,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mazda BT50 2.2L 4x4 MT 2016,385 Triệu,17/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '62,345 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.2 L'}"
Xe Mercedes Benz C class C200 Exclusive 2018,780 Triệu,17/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '68,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Hybrid  1.5 L'}"
Xe Mercedes Benz C class C300 AMG 2012,335 Triệu,17/08/2025,"{'Năm sản xuất': '2012', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '140,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.0 L'}"
Xe Mercedes Benz GLK Class GLK250 AMG 4Matic 2014,685 Triệu,17/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '90,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mitsubishi Xpander Cross 1.5 AT 2024,610 Triệu,17/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '61,783 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Porsche Cayenne 3.6 V6 2013,990 Triệu,17/08/2025,"{'Năm sản xuất': '2013', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '130,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.6 L'}"
Xe Suzuki Swift GLX 1.2 AT 2023,525 Triệu,17/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '11,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.2 L'}"
Xe Toyota Vios E CVT 2024,428 Triệu,17/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '42,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe BMW 3 Series 320i 2011,258 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '123 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Ford Everest 2.5L 4x2 AT 2014,365 Triệu,17/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '140,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.5 L'}"
Xe Ford Territory Titanium 1.5 AT 2023,765 Triệu,17/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '280,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Hyundai Accent 1.4 AT Đặc Biệt 2021,415 Triệu,17/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '16,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai Grand Starex Van 2.4 MT 2011,175 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '12,345 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  2.4 L'}"
Xe Jaguar XF Prestige 2019,999 Triệu,17/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '79,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Kia Sportage Signature X,Line 2.0D  2024 - 930 Triệu,17/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '7,500 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Lexus GX 470 2008,730 Triệu,17/08/2025,"{'Năm sản xuất': '2008', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '160,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  4.7 L'}"
Xe Mazda 2 1.5 AT 2018,335 Triệu,17/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mazda 3 1.5 AT 2018,435 Triệu,17/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '53,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mercedes Benz GL 450 4Matic 2007,560 Triệu,17/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '50,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  4.7 L'}"
Xe Mercedes Benz GLC 250 4Matic 2017,760 Triệu,17/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz GLC 300 4Matic 2016,810 Triệu,17/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '7 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz GLC 300 4Matic 2019,1 Tỷ 150 Triệu,17/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '96,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mitsubishi Savrin 2.4 AT 2007,185 Triệu,17/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '180 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Toyota Camry 3.5Q 2007,255 Triệu,17/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '100,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.5 L'}"
Xe Toyota Land Cruiser 3.5 V6 2021,4 Tỷ 450 Triệu,17/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.4 L'}"
Xe Toyota Prado VX 2.7L 2022,2 Tỷ 790 Triệu,17/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '45,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.7 L'}"
Xe Toyota Yaris 1.3 AT 2011,245 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '82,020 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.3 L'}"
Xe Volkswagen New Beetle 2.5 AT 2009,666 Triệu,17/08/2025,"{'Năm sản xuất': '2009', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '50,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Convertible/Cabriolet', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe BMW 3 Series 320i 2016,620 Triệu,17/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '82,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Daewoo Lanos SX 2003,48 Triệu,16/08/2025,"{'Năm sản xuất': '2003', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '205,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.5 L'}"
Xe Ford Focus 2.0 AT Ghia 2011,185 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '105,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2014,375 Triệu,16/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '110,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  3.2 L'}"
Xe Hyundai Accent 1.4 MT 2018,300 Triệu,17/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '300,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2024,1 Tỷ 239 Triệu,17/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '2,900 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Kia K3 Premium 1.6 AT 2021,525 Triệu,16/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '56,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia Rio 1.4 MT 2015,229 Triệu,16/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '122,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.4 L'}"
Xe Lexus NX 350 F,Sport  2023 - 2 Tỷ 850 Triệu,16/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '1,900 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Lexus RX 300 2022,3 Tỷ 99 Triệu,16/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '39,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mazda 6 2.5 AT 2015,389 Triệu,17/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '48,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mazda 6 PPremium 2.0 AT 2020,568 Triệu,16/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz C class C200 Avantgarde 2025,1 Tỷ 319 Triệu,16/08/2025,"{'Năm sản xuất': '2025', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '108 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mercedes Benz Maybach S600 2015,3 Tỷ 850 Triệu,17/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '38,266 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  6.0 L'}"
Xe Peugeot 3008 AL 2022,739 Triệu,17/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '50,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Toyota Camry 2.4G 2007,235 Triệu,17/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '110,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Toyota Innova 2.0E 2019,470 Triệu,16/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '112,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  2.0 L'}"
Xe Toyota Land Cruiser 3.5 V6 2024,5 Tỷ 450 Triệu,17/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '9,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.4 L'}"
Xe Toyota Vios 1.5G 2011,260 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '153,555 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Dongben DB X30 V2S 2019,120 Triệu,16/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '34,150 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.5 L'}"
Xe Ford Ranger XLS 2.2L 4x2 AT 2016,390 Triệu,16/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '108,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Hyundai Accent 1.4 AT Đặc Biệt 2021,428 Triệu,16/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '75,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai Tucson 1.6 AT Turbo 2020,665 Triệu,16/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '70,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia Cerato 1.6 AT Luxury 2021,530 Triệu,16/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '26,500 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia Morning SX 1.1 AT 2009,152 Triệu,16/08/2025,"{'Năm sản xuất': '2009', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.1 L'}"
Xe Kia Seltos Luxury 1.4 AT 2023,610 Triệu,16/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Mercedes Benz A class A200 2013,330 Triệu,16/08/2025,"{'Năm sản xuất': '2013', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '69,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Mercedes Benz C class C200 2019,799 Triệu,16/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mercedes Benz S class S450L 2017,1 Tỷ 699 Triệu,16/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.0 L'}"
Xe Mercedes Benz S class S450L 2020,2 Tỷ 689 Triệu,16/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '29,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.0 L'}"
Xe Toyota Camry 2.5Q 2024,1 Tỷ 330 Triệu,16/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '18,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Toyota Corolla altis 1.8G AT 2010,265 Triệu,16/08/2025,"{'Năm sản xuất': '2010', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.8 L'}"
