,Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Tuổi thọ
19840,mitsubishi,attrage 1.2 cvt 2018,240,2018.0,150000.0,1.2,xăng,số tự động,nhập khẩu,sedan,62.0
19841,mitsubishi,xpander cross 1.5 at 2021,509,2021.0,41000.0,1.5,xăng,số tự động,nhập khẩu,suv,62.0
19842,toyota,avanza 1.5 at 2019,375,2019.0,71000.0,1.5,xăng,số tự động,nhập khẩu,crossover,63.0
19843,toyota,innova g 2008,178,2008.0,190000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,62.0
19844,bentley,flying spur 6.0 v8 2007,1999,2007.0,16000.0,6.0,xăng,số tự động,nhập khẩu,sedan,63.0
19845,daewoo,matiz se 0.8 mt 2008,80,2008.0,101880.0,0.8,xăng,số tay,nhập khẩu,hatchback,63.0
19846,ford,f150 raptor 2019,2980,2019.0,45000.0,3.5,xăng,số tự động,nhập khẩu,bán tải / pickup,63.0
19847,ford,transit luxury 2019,435,2019.0,89000.0,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,63.0
19848,hyundai,i30 cw 1.6 at 2009,195,2009.0,11000.0,1.6,xăng,số tự động,nhập khẩu,hatchback,63.0
19849,hyundai,santafe cao cấp 2.5l htrac 2022,1050,2022.0,60000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,63.0
19850,hyundai,santafe đặc biệt 2.2l htrac 2021,1050,2021.0,56000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,63.0
19851,kia,k5 luxury 2.0 at 2022,689,2022.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19852,landrover,range rover vogue lwb 3.0 i6 2020,5660,2020.0,64000.0,3.0,xăng,số tự động,nhập khẩu,suv,63.0
19853,lexus,lx 600 urban 2025,9399,2025.0,4000.0,3.4,xăng,số tự động,nhập khẩu,suv,63.0
19854,lexus,rx 330 2004,280,2004.0,163000.0,3.3,xăng,số tự động,nhập khẩu,suv,63.0
19855,mazda,3 1.5 at 2015,320,2015.0,125000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19856,mercedes,benz glc 200 2019,999,2019.0,38000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,63.0
19857,mercedes,benz glc 200 2022,1389,2022.0,28000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,63.0
19858,mercedes,benz glc 300 4matic coupe 2021,1850,2021.0,17700.0,2.0,xăng,số tự động,nhập khẩu,suv,63.0
19859,mitsubishi,attrage 1.2 mt 2023,295,2023.0,179626.7683965918,1.2,xăng,số tay,nhập khẩu,sedan,63.0
19860,rolls,royce phantom 6.7 v12 2009,9500,2009.0,66000.0,6.7,xăng,số tự động,nhập khẩu,sedan,63.0
19861,toyota,innova 2.0g 2015,378,2015.0,155.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,63.0
19862,toyota,vios 1.5e 2008,118,2008.0,200000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,63.0
19863,vinfast,fadil nâng cao 1.4 at 2022,310,2022.0,56000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,63.0
19864,chevrolet,cruze lt 1.6 mt 2016,225,2016.0,130000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,63.0
19865,chevrolet,vivant cdx mt 2009,85,2009.0,150000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,63.0
19866,ford,focus titanium 1.5l 2016,358,2016.0,12900.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19867,honda,civic g 1.8 at 2021,555,2021.0,63000.0,1.8,xăng,số tự động,nhập khẩu,sedan,63.0
19868,hyundai,tucson 2.0 ath 2020,670,2020.0,40000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,63.0
19869,jaguar,xe 25t prestige 2015,650,2015.0,59000.0,2.0,xăng,số tự động,nhập khẩu,sedan,63.0
19870,kia,carnival luxury 2.2d 2024,1250,2024.0,18000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,63.0
19871,kia,cerato 2.0 at premium 2021,480,2021.0,46000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19872,kia,morning slx 1.0 at 2009,110,2009.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,hatchback,63.0
19873,kia,optima 2.4 gt line 2016,450,2016.0,93000.0,2.4,xăng,số tự động,nhập khẩu,sedan,63.0
19874,kia,spectra 1.6 mt 2004,58,2004.0,260000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,63.0
19875,mercedes,benz e class e300 amg 2023,2150,2023.0,56.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19876,mercedes,benz e class e300 amg 2023,2190,2023.0,6500.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19877,mercedes,benz eqb 250 2023,1899,2023.0,79.0,0.7,điện,số tự động,nhập khẩu,suv,63.0
19878,mercedes,benz glc 300 4matic 2022,1788,2022.0,45000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,63.0
19879,mercedes,benz glc 300 4matic 2023,2390,2023.0,8500.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,63.0
19880,mitsubishi,xpander 1.5 mt 2021,475,2021.0,179626.7683965918,1.5,xăng,số tay,nhập khẩu,suv,63.0
19881,toyota,innova g 2006,175,2006.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,63.0
19882,toyota,vios 1.5g cvt 2021,430,2021.0,55000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19883,bmw,x5 xdrive40i xline 2019,1850,2019.0,76000.0,3.0,xăng,số tự động,nhập khẩu,suv,63.0
19884,ford,everest titanium 2.0l 4x4 at 2020,855,2020.0,85000.0,2.0,dầu,số tự động,nhập khẩu,suv,63.0
19885,ford,ranger wildtrak 2.0l 4x4 at 2018,575,2018.0,130000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,63.0
19886,ford,ranger xls 2.2l 4x2 at 2016,420,2016.0,90000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,63.0
19887,honda,city 1.5 2019,370,2019.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19888,honda,civic 1.8 at 2008,205,2008.0,150000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19889,hyundai,accent 1.4 at 2014,285,2014.0,179626.7683965918,1.4,xăng,số tự động,nhập khẩu,sedan,63.0
19890,hyundai,accent 1.4 at đặc biệt 2024,480,2024.0,21000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19891,hyundai,santafe calligraphy 2.5l turbo htrac 2024,1210,2024.0,5000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,63.0
19892,hyundai,santafe premium 2.2l htrac 2019,780,2019.0,56000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,63.0
19893,kia,sonet premium 1.5 at 2023,585,2023.0,30999.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,63.0
19894,landrover,discovery hse sdv6 2015,1950,2015.0,95000.0,3.0,dầu,số tự động,nhập khẩu,suv,63.0
19895,lexus,gx 470 2007,645,2007.0,130000.0,4.7,xăng,số tự động,nhập khẩu,suv,63.0
19896,mercedes,benz eqs 500 4matic 2023,3270,2023.0,15000.0,1.1,điện,số tự động,nhập khẩu,suv,63.0
19897,mercedes,benz gl 550 amg 4matic 2012,745,2012.0,12500.0,4.7,xăng,số tự động,nhập khẩu,suv,63.0
19898,mercedes,benz maybach s400 2016,2350,2016.0,40000.0,3.0,xăng,số tự động,nhập khẩu,sedan,63.0
19899,mitsubishi,xpander 1.5 at 2021,470,2021.0,80000.0,1.5,xăng,số tự động,nhập khẩu,suv,63.0
19900,nissan,x trail 2.0 2wd premium 2018,510,2018.0,68000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,63.0
19901,toyota,camry 2.4g 2005,180,2005.0,190000.0,2.4,xăng,số tay,lắp ráp trong nước,sedan,63.0
19902,toyota,vios 1.5g 2019,370,2019.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,63.0
19903,ford,ranger xls 2.2l 4x2 at 2021,535,2021.0,79000.0,2.2,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,64.0
19904,honda,crv l awd 2023,1120,2023.0,17000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,64.0
19905,hyundai,i20 1.4 at 2009,195,2009.0,123000.0,1.4,xăng,số tự động,nhập khẩu,hatchback,64.0
19906,kia,rondo gat 2016,345,2016.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,64.0
19907,lexus,rx 400h 2008,460,2008.0,120000.0,3.3,hybrid,số tự động,nhập khẩu,suv,64.0
19908,mazda,3 1.5 at 2018,388,2018.0,78000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19909,mercedes,benz c class c300 amg 2022,1699,2022.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19910,mercedes,benz gl 350 cdi 4matic 2015,1250,2015.0,11000.0,3.0,dầu,số tự động,nhập khẩu,suv,64.0
19911,mitsubishi,xpander cross 1.5 at 2022,575,2022.0,60000.0,1.5,xăng,số tự động,nhập khẩu,suv,63.0
19912,nissan,grand livina 1.8 at 2010,180,2010.0,101000.0,1.8,xăng,số tự động,lắp ráp trong nước,crossover,63.0
19913,thaco,tb75sc 2014,638,2014.0,45000000.0,2.097780157324657,dầu,số tay,lắp ráp trong nước,van/minivan,63.0
19914,toyota,camry 2.0g 2023,975,2023.0,19340.0,2.0,xăng,số tự động,nhập khẩu,sedan,64.0
19915,toyota,fortuner 2.4g 4x2 mt 2018,715,2018.0,95000.0,2.4,dầu,số tay,nhập khẩu,suv,64.0
19916,toyota,fortuner 2.4g 4x2 mt 2020,779,2020.0,65000.0,2.4,dầu,số tay,lắp ráp trong nước,suv,64.0
19917,toyota,innova 2.0v 2012,295,2012.0,64800.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,63.0
19918,toyota,vios 1.5e cvt 2017,345,2017.0,90000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19919,toyota,vios 1.5e mt 2018,250,2018.0,248175.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,64.0
19920,vinfast,fadil 1.4 at plus 2021,309,2021.0,26000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,63.0
19921,vinfast,vf3 plus 2024,229,2024.0,11000.0,2.097780157324657,điện,số tự động,lắp ráp trong nước,hatchback,63.0
19922,bmw,3 series 318i mt 2002,188,2002.0,150000.0,2.0,xăng,số tay,lắp ráp trong nước,sedan,64.0
19923,ford,everest 2.5l 4x2 at 2012,245,2012.0,179626.7683965918,2.5,dầu,số tự động,lắp ráp trong nước,suv,64.0
19924,ford,everest titanium 2.0l 4x2 at 2022,1245,2022.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,suv,64.0
19925,ford,focus trend 1.5l 2017,342,2017.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
19926,ford,ranger xl 2.5l 4x2 mt 2007,135,2007.0,179626.7683965918,2.5,dầu,số tay,lắp ráp trong nước,bán tải / pickup,64.0
19927,ford,ranger xls 2.2l 4x2 at 2017,430,2017.0,179626.7683965918,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,64.0
19928,ford,ranger xls 2.2l 4x2 at 2021,558,2021.0,179626.7683965918,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,64.0
19929,ford,tourneo limousine 2.0 at 2019,698,2019.0,52000.0,2.0,xăng,số tự động,lắp ráp trong nước,van/minivan,64.0
19930,hyundai,accent 1.4 at 2021,450,2021.0,31000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19931,kia,morning at 2015,225,2015.0,110000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
19932,kia,morning lx 1.0 at 2010,158,2010.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,hatchback,64.0
19933,kia,morning si at 2017,268,2017.0,68000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
19934,mazda,3 1.5l deluxe 2022,495,2022.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19935,mazda,3 1.5l sport premium 2019,510,2019.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
19936,mini,cooper s 3 door 2022,1639,2022.0,13000.0,2.0,xăng,số tự động,nhập khẩu,hatchback,64.0
19937,mitsubishi,triton 4x2 at 2018,420,2018.0,40000.0,2.5,dầu,số tự động,nhập khẩu,bán tải / pickup,64.0
19938,porsche,cayenne coupe platinum edition 2022,4850,2022.0,26000.0,3.0,xăng,số tự động,nhập khẩu,suv,64.0
19939,toyota,camry 2.5q 2015,579,2015.0,12000.0,2.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19940,toyota,vios 1.5e 2015,205,2015.0,179626.7683965918,1.5,xăng,số tay,lắp ráp trong nước,sedan,64.0
19941,toyota,vios 1.5g 2014,255,2014.0,90000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19942,audi,tt s 2.0 at 2008,515,2008.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,coupe,64.0
19943,chevrolet,captiva ltz 2.4 at 2012,320,2012.0,179626.7683965918,2.4,xăng,số tự động,lắp ráp trong nước,suv,64.0
19944,hyundai,avante 1.6 at 2012,210,2012.0,179626.7683965918,1.6,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19945,hyundai,creta tiêu chuẩn 1.5 at 2022,530,2022.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,crossover,64.0
19946,hyundai,i10 1.2 mt tiêu chuẩn 2023,250,2023.0,40000.0,1.25,xăng,số tay,lắp ráp trong nước,hatchback,64.0
19947,hyundai,i10 grand 1.0 at 2014,258,2014.0,85000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,64.0
19948,hyundai,i10 grand 1.2 mt base 2015,148,2015.0,179626.7683965918,1.25,xăng,số tay,nhập khẩu,sedan,64.0
19949,hyundai,tucson 2.0 ath 2020,680,2020.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19950,kia,k3 1.6 at 2015,315,2015.0,179626.7683965918,1.6,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19951,mazda,bt50 luxury 2.2l 4x2 at 2019,395,2019.0,179626.7683965918,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,64.0
19952,mercedes,benz glc 200 2019,969,2019.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,64.0
19953,mitsubishi,xpander 1.5 at 2019,425,2019.0,52000.0,1.5,xăng,số tự động,nhập khẩu,suv,64.0
19954,mitsubishi,xpander 1.5 mt 2020,385,2020.0,179626.7683965918,1.5,xăng,số tay,nhập khẩu,suv,64.0
19955,nissan,navara el premium r 2018,445,2018.0,75000.0,2.5,dầu,số tự động,nhập khẩu,bán tải / pickup,64.0
19956,nissan,sunny xv premium 2020,345,2020.0,52000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19957,peugeot,3008 1.6 at 2018,539,2018.0,67890.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19958,toyota,fortuner 2.5g 2011,355,2011.0,120000.0,2.5,dầu,số tay,lắp ráp trong nước,suv,64.0
19959,toyota,fortuner 2.5g 2012,425,2012.0,179626.7683965918,2.5,dầu,số tay,lắp ráp trong nước,suv,64.0
19960,toyota,fortuner 2.5g 2015,495,2015.0,179626.7683965918,2.5,dầu,số tay,lắp ráp trong nước,suv,64.0
19961,volvo,s90 ultra b6 awd 2025,2139,2025.0,1000.0,2.0,xăng,số tự động,nhập khẩu,sedan,64.0
19962,audi,a6 1.8 tfsi 2017,869,2017.0,75000.0,1.8,xăng,số tự động,nhập khẩu,sedan,64.0
19963,audi,a8 l v6 3.0 tfsi 2014,988,2014.0,179626.7683965918,3.0,xăng,số tự động,nhập khẩu,sedan,64.0
19964,ford,fiesta titanium 1.5 at 2014,223,2014.0,99000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19965,ford,focus 1.8 at 2012,195,2012.0,64000.0,1.8,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
19966,hyundai,tucson 2.0 at 2018,546,2018.0,69000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19967,landrover,range rover autobiography lwb 3.0 2014,2150,2014.0,68000.0,3.0,xăng,số tự động,nhập khẩu,suv,64.0
19968,landrover,range rover vogue 3.0 2019,5690,2019.0,70000.0,3.0,xăng,số tự động,nhập khẩu,suv,64.0
19969,lexus,lx 570 super sport mbs 2019,7590,2019.0,59000.0,5.7,xăng,số tự động,nhập khẩu,suv,64.0
19970,lexus,rx 350 2022,3886,2022.0,16000.0,3.5,xăng,số tự động,nhập khẩu,suv,64.0
19971,mercedes,benz glc 300 4matic 2024,2539,2024.0,19.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,64.0
19972,mercedes,benz maybach s500 2015,3299,2015.0,59000.0,4.7,xăng,số tự động,nhập khẩu,sedan,64.0
19973,mercedes,benz s class s400l 2015,1199,2015.0,89000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19974,peugeot,3008 gt 2022,820,2022.0,50000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19975,porsche,taycan base 2021,3986,2021.0,19000.0,2.097780157324657,điện,số tự động,nhập khẩu,sedan,64.0
19976,suzuki,celerio 1.0 mt 2018,185,2018.0,109000.0,1.0,xăng,số tay,nhập khẩu,hatchback,64.0
19977,toyota,innova 2.0g 2013,317,2013.0,125000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19978,toyota,vios 1.5e 2014,185,2014.0,1620000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,64.0
19979,toyota,wigo 1.2g at 2018,265,2018.0,67000.0,1.2,xăng,số tự động,nhập khẩu,hatchback,64.0
19980,vinfast,fadil 1.4 at 2021,285,2021.0,61000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
19981,volkswagen,tiguan allspace 2018,750,2018.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,64.0
19982,bmw,3 series 320i 2019,900,2019.0,130000.0,2.0,xăng,số tự động,nhập khẩu,sedan,64.0
19983,ford,transit svp 2018,390,2018.0,190000.0,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,64.0
19984,honda,crv l 2019,735,2019.0,80000.0,1.5,xăng,số tự động,nhập khẩu,suv,64.0
19985,hyundai,i10 grand 1.2 mt 2018,225,2018.0,120000.0,1.25,xăng,số tay,lắp ráp trong nước,sedan,64.0
19986,kia,sportage signature 2.0g 2024,899,2024.0,1700.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19987,mercedes,benz e class e200 2015,525,2015.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19988,mercedes,benz e class e300 2009,315,2009.0,96000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19989,mercedes,benz glc 250 4matic 2017,919,2017.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,64.0
19990,mercedes,benz glc 300 4matic 2016,845,2016.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,64.0
19991,mercedes,benz ml class ml400 cdi 2004,198,2004.0,102638.0,4.0,dầu,số tự động,nhập khẩu,suv,64.0
19992,toyota,camry 2.5q 2016,630,2016.0,110000.0,2.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
19993,toyota,corolla cross 1.8g 2022,645,2022.0,60000.0,1.8,xăng,số tự động,nhập khẩu,suv,64.0
19994,toyota,corolla cross 1.8v 2021,690,2021.0,33000.0,1.8,xăng,số tự động,nhập khẩu,suv,64.0
19995,toyota,corolla cross 1.8v 2022,730,2022.0,30000.0,1.8,xăng,số tự động,nhập khẩu,suv,64.0
19996,toyota,innova 2.0e 2020,529,2020.0,28000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,64.0
19997,toyota,innova 2.0g 2015,320,2015.0,190000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19998,toyota,innova 2.0g 2019,550,2019.0,59000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,64.0
19999,toyota,vios 1.5e 2015,212,2015.0,179626.7683965918,1.5,xăng,số tay,lắp ráp trong nước,sedan,64.0
20000,volkswagen,tiguan 2.0 at 2012,245,2012.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,suv,64.0
20001,bmw,5 series 520i 2014,495,2014.0,100.0,2.0,xăng,số tự động,nhập khẩu,sedan,64.0
20002,chevrolet,captiva lt 2.4 mt 2007,138,2007.0,123456.0,2.4,xăng,số tay,lắp ráp trong nước,suv,65.0
20003,ford,everest titanium 2.0l 4x2 at 2019,835,2019.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,suv,64.0
20004,ford,ranger wildtrak 2.0l 4x4 at 2023,810,2023.0,55000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,65.0
20005,ford,territory titanium 1.5 at 2025,860,2025.0,9000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,65.0
20006,honda,city 1.5 at 2017,285,2017.0,66544.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,64.0
20007,honda,civic 1.6 at 1999,100,1999.0,130000.0,1.6,xăng,số tự động,nhập khẩu,sedan,65.0
20008,hyundai,accent 1.4 at 2021,399,2021.0,60000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,64.0
20009,hyundai,i10 grand 1.2 at 2018,280,2018.0,70000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,64.0
20010,kia,carnival gs 2.5 mt 2007,110,2007.0,18000.0,2.5,xăng,số tay,lắp ráp trong nước,van/minivan,65.0
20011,kia,morning slx 1.0 at 2007,95,2007.0,216953.0,1.0,xăng,số tự động,nhập khẩu,hatchback,64.0
20012,kia,rondo gat 2016,355,2016.0,82000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,64.0
20013,lexus,ls 460l 2008,620,2008.0,83000.0,4.6,xăng,số tự động,nhập khẩu,sedan,64.0
20014,lexus,rx 350 luxury 2023,4150,2023.0,21000.0,2.4,xăng,số tự động,nhập khẩu,suv,64.0
