,Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Tuổi thọ
12818,honda,city rs 1.5 at 2022,435,2022.0,66000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12819,hyundai,accent 1.4 at đặc biệt 2021,409,2021.0,96000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12820,jaguar,xf 2.0 at 2014,640,2014.0,125000.0,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
12821,kia,soluto 1.4 at deluxe 2024,420,2024.0,36000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12822,kia,sorento 2.4 gat premium 2021,640,2021.0,41000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,33.0
12823,lexus,rx 450h 2021,3860,2021.0,50000.0,3.5,hybrid,số tự động,nhập khẩu,suv,33.0
12824,mazda,3 1.5l luxury 2025,625,2025.0,1500.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12825,mercedes,benz c class c200 avantgarde plus 2022,1379,2022.0,35000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12826,mercedes,benz gle class gle 450 4matic 2020,2860,2020.0,28000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
12827,mercedes,benz gls 450 4matic 2023,4799,2023.0,5500.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
12828,mitsubishi,xpander 1.5 at 2020,460,2020.0,42000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
12829,nissan,sunny xv 2014,240,2014.0,67000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12830,suzuki,xl7 1.5 at 2022,463,2022.0,56000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
12831,vinfast,vf8 eco 2022,660,2022.0,37000.0,0.2,điện,số tự động,lắp ráp trong nước,suv,33.0
12832,vinfast,vf8 eco 2023,730,2023.0,30000.0,0.2,điện,số tự động,lắp ráp trong nước,suv,33.0
12833,vinfast,vf8 eco 2024,845,2024.0,31.0,0.2,điện,số tự động,lắp ráp trong nước,suv,33.0
12834,volkswagen,viloran luxury 2024,2138,2024.0,14000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,33.0
12835,audi,a8 l v8 4.0l tfsi 2015,1290,2015.0,96000.0,4.0,xăng,số tự động,nhập khẩu,sedan,33.0
12836,ford,ranger raptor 2.0l 4x4 at 2022,960,2022.0,50000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12837,ford,ranger wildtrak 2.0l 4x4 at 2023,875,2023.0,15683.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,33.0
12838,ford,ranger xls 2.0l 4x2 at 2024,675,2024.0,17000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,33.0
12839,hyundai,custin cao cấp 2.0t 2024,889,2024.0,11000.0,2.0,xăng,số tự động,lắp ráp trong nước,van/minivan,33.0
12840,hyundai,i10 grand 1.0 at 2015,265,2015.0,51000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,33.0
12841,hyundai,tucson 2.0 ath 2020,665,2020.0,71000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12842,kia,carnival signature 3.5g 2022,1239,2022.0,46000.0,3.5,xăng,số tự động,lắp ráp trong nước,van/minivan,33.0
12843,kia,k3 luxury 1.6 at 2022,525,2022.0,40000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12844,kia,sedona 3.3 gat premium 2019,698,2019.0,60000.0,3.3,xăng,số tự động,lắp ráp trong nước,van/minivan,33.0
12845,kia,sonet premium 1.5 at 2021,515,2021.0,35000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12846,mazda,3 1.5l luxury 2020,510,2020.0,48000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12847,mazda,bt50 2.2l 4x2 ath 2018,415,2018.0,59000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12848,mitsubishi,outlander 2.0 cvt premium 2019,589,2019.0,92000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12849,mitsubishi,zinger gls 2.4 mt 2009,185,2009.0,106000.0,2.4,xăng,số tay,lắp ráp trong nước,suv,33.0
12850,peugeot,2008 gt line 1.2 at 2023,695,2023.0,9000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12851,toyota,alphard 2.4 at 2025,4510,2025.0,179626.7683965918,2.4,xăng,số tự động,nhập khẩu,van/minivan,33.0
12852,toyota,land cruiser 3.5 v6 2023,5180,2023.0,37000.0,3.4,xăng,số tự động,nhập khẩu,suv,33.0
12853,toyota,vios 1.5e cvt 2020,385,2020.0,60000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12854,bmw,x3 sdrive20i m sport 2024,1939,2024.0,20000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12855,ford,ecosport titanium 1.0 ecoboost 2018,365,2018.0,73000.0,1.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12856,ford,ranger xls 2.2l 4x2 at 2017,440,2017.0,140000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12857,honda,crv l 2020,779,2020.0,100000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
12858,hyundai,elantra 1.6 at đặc biệt 2022,548,2022.0,52000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12859,hyundai,santafe 2.2l 4wd 2018,750,2018.0,66000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
12860,hyundai,santafe cao cấp 2.2l htrac 2022,1169,2022.0,5360.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
12861,kia,carens sxat 2011,245,2011.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12862,kia,picanto 1.25 at 2012,200,2012.0,179626.7683965918,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12863,kia,rio 1.4 mt 2015,199,2015.0,123.0,1.4,xăng,số tay,nhập khẩu,sedan,33.0
12864,kia,seltos gt,1,2024.0,19000.0,1.4,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12865,mitsubishi,attrage 1.2 at 2015,240,2015.0,63140.0,1.2,xăng,số tự động,nhập khẩu,sedan,33.0
12866,mitsubishi,outlander 2.0 cvt 2022,679,2022.0,39000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12867,mitsubishi,xpander 1.5 at 2019,468,2019.0,72000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
12868,peugeot,3008 1.6 at 2015,366,2015.0,73000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12869,renault,arkana 1.6 at 2019,545,2019.0,46000.0,1.6,xăng,số tự động,nhập khẩu,crossover,33.0
12870,toyota,corolla altis 1.8g at 2010,395,2010.0,160000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12871,toyota,hiace 2.7 2010,240,2010.0,124647.0,2.7,xăng,số tay,lắp ráp trong nước,van/minivan,33.0
12872,toyota,raize g 1.0 cvt 2022,475,2022.0,39000.0,1.0,xăng,số tự động,nhập khẩu,suv,33.0
12873,toyota,rush 1.5s at 2020,489,2020.0,33000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
12874,audi,q7 55 tfsi quattro 2021,2480,2021.0,28000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
12875,ford,everest titanium 2.0l 4x2 at 2024,1279,2024.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,suv,33.0
12876,ford,transit standard mid 2014,325,2014.0,150000.0,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,33.0
12877,hyundai,accent 1.4 at 2022,430,2022.0,45000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12878,hyundai,elantra 1.6 at tiêu chuẩn 2022,525,2022.0,25000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12879,hyundai,i10 grand 1.2 at 2018,295,2018.0,70000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12880,isuzu,dmax ls 1.9l 4x2 at 2021,515,2021.0,75000.0,1.9,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12881,kia,cerato 1.6 at deluxe 2021,475,2021.0,512000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12882,kia,morning at 2021,310,2021.0,82000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12883,kia,morning mt 2025,333,2025.0,5600.0,1.25,xăng,số tay,lắp ráp trong nước,hatchback,33.0
12884,kia,morning slx 1.0 at 2011,230,2011.0,230000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,33.0
12885,kia,seltos premium 1.4 at 2021,520,2021.0,78000.0,1.4,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12886,landrover,range rover autobiography 3.0 2015,2839,2015.0,69000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
12887,mazda,cx3 luxury 1.5 at 2022,500,2022.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,crossover,33.0
12888,mercedes,benz g class g63 amg 2020,7790,2020.0,38000.0,4.0,xăng,số tự động,nhập khẩu,suv,33.0
12889,mercedes,benz g class g63 amg 2022,10899,2022.0,20000.0,4.0,xăng,số tự động,nhập khẩu,suv,33.0
12890,mercedes,benz gle class gle 450 4matic 2020,2860,2020.0,28000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
12891,mg,rx5 1.5t lux 2023,620,2023.0,25000.0,1.5,xăng,số tự động,nhập khẩu,crossover,33.0
12892,mitsubishi,outlander 2.0 cvt 2022,685,2022.0,33000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12893,toyota,corolla altis 1.8g at 2018,499,2018.0,179626.7683965918,1.8,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12894,bmw,3 series 320i 2014,458,2014.0,100000.0,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
12895,daewoo,matiz se 0.8 mt 2007,65,2007.0,234567.0,0.8,xăng,số tay,nhập khẩu,hatchback,33.0
12896,ford,everest 2.5l 4x2 at 2015,329,2015.0,91000.0,2.5,dầu,số tự động,lắp ráp trong nước,suv,33.0
12897,ford,ranger wildtrak 3.2l 4x4 at 2016,496,2016.0,179626.7683965918,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12898,honda,hrv g 2020,545,2020.0,34000.0,1.8,xăng,số tự động,nhập khẩu,crossover,33.0
12899,hyundai,accent 1.4 at 2023,435,2023.0,80000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12900,hyundai,tucson 2.0 ath 2019,635,2019.0,56000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12901,hyundai,tucson 2.0 ath 2020,699,2020.0,45000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12902,kia,carens 2.0 at 2008,212,2008.0,99000.0,2.0,xăng,số tự động,nhập khẩu,crossover,33.0
12903,kia,sonet premium 1.5 at 2023,567,2023.0,32900.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12904,mitsubishi,outlander 2.0 cvt 2021,660,2021.0,40000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12905,mitsubishi,outlander premium 2.0 cvt 2022,740,2022.0,60000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12906,mitsubishi,triton 4x2 at 2023,560,2023.0,44000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12907,nissan,navara el 2.5 at 2wd 2018,415,2018.0,120000.0,2.5,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12908,peugeot,2008 gt line 1.2 at 2021,568,2021.0,54000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12909,porsche,macan 2.0 2023,3590,2023.0,14000.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
12910,toyota,innova 2.0g 2017,455,2017.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12911,toyota,rush 1.5s at 2020,480,2020.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,33.0
12912,toyota,vios 1.5e mt 2018,280,2018.0,62000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,33.0
12913,vinfast,fadil tiêu chuẩn 1.4 at 2022,298,2022.0,35000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12914,ford,everest 2.6l 4x4 mt 2011,170,2011.0,123456.0,2.6,xăng,số tay,nhập khẩu,suv,33.0
12915,ford,focus s 2.0 at 2014,335,2014.0,58000.0,2.0,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12916,ford,ranger xls 2.2l 4x2 at 2019,509,2019.0,68000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12917,hyundai,accent 1.4 at 2012,295,2012.0,39000.0,1.4,xăng,số tự động,nhập khẩu,sedan,33.0
12918,hyundai,santafe calligraphy 2.5l turbo htrac 2024,1218,2024.0,179626.7683965918,2.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
12919,kia,carnival premium 2.2d 2022,1090,2022.0,38000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,33.0
12920,kia,morning van 1.0 at 2016,198,2016.0,8500.0,1.0,xăng,số tự động,nhập khẩu,van/minivan,33.0
12921,lexus,rx 350 2012,990,2012.0,1600009.0,3.5,xăng,số tự động,nhập khẩu,suv,33.0
12922,lexus,rx 350 luxury 2024,4250,2024.0,25000.0,2.4,xăng,số tự động,nhập khẩu,suv,33.0
12923,lexus,rx 350 premium 2023,3245,2023.0,48000.0,2.4,xăng,số tự động,nhập khẩu,suv,33.0
12924,mercedes,benz glc 300 4matic 2017,779,2017.0,99000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12925,mg,rx5 1.5t lux 2024,670,2024.0,1000.0,1.5,xăng,số tự động,nhập khẩu,crossover,33.0
12926,mitsubishi,xpander 1.5 at 2018,409,2018.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,33.0
12927,porsche,cayenne 3.6 v6 2014,1250,2014.0,88000.0,3.6,xăng,số tự động,nhập khẩu,suv,33.0
12928,suzuki,super carry van blind van 2020,215,2020.0,30000.0,1.0,xăng,số tay,lắp ráp trong nước,van/minivan,33.0
12929,toyota,camry 2.5q 2022,1152,2022.0,38000.0,2.5,xăng,số tự động,nhập khẩu,sedan,33.0
12930,toyota,corolla cross 1.8v 2024,779,2024.0,8000.0,1.8,xăng,số tự động,nhập khẩu,suv,33.0
12931,toyota,innova 2.0j 2014,219,2014.0,180000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
12932,toyota,vios 1.5e cvt 2018,338,2018.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12933,vinfast,fadil tiêu chuẩn 1.4 at 2022,325,2022.0,45000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12934,chevrolet,cruze ltz 1.8 at 2012,209,2012.0,13000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12935,ford,focus sport 1.5l 2018,410,2018.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12936,ford,ranger raptor 2.0l 4x4 at 2022,975,2022.0,56000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12937,honda,civic 2.0 at 2008,212,2008.0,12368.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12938,kia,sorento signature 2.2 at awd 2022,995,2022.0,39000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
12939,landrover,range rover evoque autobiography 2016,1150,2016.0,58000.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
12940,lexus,rc 200t 2016,1399,2016.0,79000.0,2.0,xăng,số tự động,nhập khẩu,coupe,33.0
12941,lexus,rx 350 2018,2650,2018.0,52000.0,3.5,xăng,số tự động,nhập khẩu,suv,33.0
12942,lexus,rx 350 luxury 2023,4190,2023.0,8000.0,2.4,xăng,số tự động,nhập khẩu,suv,33.0
12943,mazda,3 1.5l luxury 2019,479,2019.0,69000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12944,mazda,bt50 2.2l 4x2 at 2017,365,2017.0,130000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12945,mercedes,benz c class c300 amg 2017,789,2017.0,51000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12946,mercedes,benz e class e200 exclusive 2021,1439,2021.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12947,mercedes,benz e class e200 exclusive 2021,1450,2021.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12948,mercedes,benz e class e300 amg 2020,1299,2020.0,33000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12949,mitsubishi,grandis 2.4 at 2006,188,2006.0,179626.7683965918,2.4,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12950,mitsubishi,triton 4x2 at 2022,565,2022.0,26000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12951,toyota,avanza premio 1.5 mt 2023,470,2023.0,69000.0,1.5,xăng,số tay,lắp ráp trong nước,suv,33.0
12952,toyota,prado gx 2.7 mt 1998,165,1998.0,283000.0,2.7,xăng,số tay,nhập khẩu,suv,33.0
12953,volkswagen,viloran luxury 2024,2039,2024.0,45000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,33.0
12954,bentley,flying spur speed 2010,2000,2010.0,39000.0,6.0,xăng,số tự động,nhập khẩu,sedan,33.0
12955,bmw,7 series 730li m sport 2020,2500,2020.0,52000.0,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
12956,chevrolet,cruze ltz 1.8 at 2016,256,2016.0,179626.7683965918,1.8,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12957,ford,fiesta s 1.0 at ecoboost 2018,330,2018.0,179626.7683965918,1.0,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
12958,ford,ranger wildtrak 2.2l 4x2 at 2014,359,2014.0,112000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12959,honda,civic g 1.8 at 2020,579,2020.0,179626.7683965918,1.8,xăng,số tự động,nhập khẩu,sedan,33.0
12960,honda,crv 2.4 at 2011,286,2011.0,179626.7683965918,2.4,xăng,số tự động,lắp ráp trong nước,suv,33.0
12961,hyundai,santafe cao cấp 2.2l htrac 2022,1119,2022.0,47000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
12962,kia,k3 1.6 at 2014,306,2014.0,179626.7683965918,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12963,kia,morning mt 2019,175,2019.0,179626.7683965918,1.25,xăng,số tay,lắp ráp trong nước,hatchback,33.0
12964,kia,morning slx 1.0 at 2010,176,2010.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,hatchback,33.0
12965,kia,soluto 1.4 mt 2020,268,2020.0,179626.7683965918,1.4,xăng,số tay,lắp ráp trong nước,sedan,33.0
12966,maserati,levante 3.0 v6 2016,1750,2016.0,48000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
12967,mazda,2 1.5 at 2016,288,2016.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12968,mercedes,benz c class c200 2019,839,2019.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12969,subaru,crosstrek 2.0 i,2024,2024.0,600.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
12970,toyota,fortuner trd sportivo 4x4 at 2016,475,2016.0,179626.7683965918,2.7,xăng,số tự động,lắp ráp trong nước,suv,33.0
12971,toyota,innova 2.0e 2016,365,2016.0,82000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
12972,toyota,innova g 2010,205,2010.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
12973,toyota,prado txl 2.7l 2009,720,2009.0,130000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
12974,ford,everest titanium 2.0l 4x4 at 2020,900,2020.0,85000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
12975,ford,ranger raptor 2.0l 4x4 at 2021,919,2021.0,80000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12976,ford,ranger stormtrak 2.0l 4x4 at 2024,1018,2024.0,3000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12977,ford,ranger wildtrak 2.0l 4x4 at 2021,679,2021.0,90000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12978,ford,ranger xls 2.2l 4x2 at 2020,535,2020.0,70000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12979,honda,city l 1.5 at 2023,469,2023.0,42000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12980,honda,city rs 1.5 at 2023,479,2023.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12981,hyundai,elantra sport 1.6 at 2020,567,2020.0,35000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12982,kia,cerato 2.0 at premium 2020,468,2020.0,62000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12983,kia,sorento dath 2017,565,2017.0,85000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
12984,landrover,range rover sv autobiography lwb 5.0 2015,3960,2015.0,130000.0,5.0,xăng,số tự động,nhập khẩu,suv,33.0
12985,mazda,cx5 2.0 at 2016,468,2016.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12986,mercedes,benz glc 300 4matic 2019,1139,2019.0,55000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
12987,mitsubishi,xpander 1.5 mt 2021,418,2021.0,90000.0,1.5,xăng,số tay,nhập khẩu,suv,33.0
12988,peugeot,3008 1.6 at 2018,565,2018.0,48000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,33.0
12989,porsche,macan 2.0 2023,3300,2023.0,60723.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
12990,subaru,forester 2.0i,2023,2023.0,43000.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
12991,toyota,hilux 2.4l 4x2 at 2021,599,2021.0,72000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
12992,toyota,innova 2.0e 2017,380,2017.0,88000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
12993,toyota,veloz cross 1.5 cvt 2024,585,2024.0,24000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
12994,ford,everest ambiente 2.0l 4x2 at 2022,995,2022.0,61000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
12995,honda,crv l 2022,909,2022.0,57000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
12996,honda,crv lse 2023,945,2023.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
12997,hyundai,elantra 2.0 at 2021,455,2021.0,52000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
12998,hyundai,sonata 2.0 at 2009,199,2009.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
12999,hyundai,verna 1.4 mt 2010,135,2010.0,240000.0,1.4,xăng,số tay,nhập khẩu,sedan,33.0
13000,kia,morning si at 2015,225,2015.0,179626.7683965918,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13001,kia,morning slx 1.0 at 2010,148,2010.0,99000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,33.0
13002,kia,sonet luxury 1.5 at 2024,555,2024.0,5700.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
13003,kia,sorento signature 2.2 at awd 2021,915,2021.0,65000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
13004,lexus,lx 570 2013,2650,2013.0,10500.0,5.7,xăng,số tự động,nhập khẩu,suv,33.0
13005,mazda,3 1.5l sport luxury 2022,560,2022.0,40.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13006,mazda,cx5 2.0 at 2019,605,2019.0,68000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13007,mercedes,benz c class c200 exclusive 2021,999,2021.0,70000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13008,mercedes,benz glc 200 4matic 2020,1179,2020.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13009,mitsubishi,attrage premium 1.2 cvt 2023,418,2023.0,32000.0,1.2,xăng,số tự động,nhập khẩu,sedan,33.0
13010,porsche,cayenne coupe platinum edition 2023,5000,2023.0,33000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13011,toyota,corolla altis 1.8g at 2018,505,2018.0,93000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13012,toyota,fortuner 2.7v 4x2 at 2019,765,2019.0,26000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13013,toyota,innova 2.0e 2017,398,2017.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
13014,ford,f350 super duty lariat crew cab 6.7l 4x4 at 2017,4199,2017.0,10000.0,6.7,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13015,ford,ranger xls 2.2l 4x2 at 2020,520,2020.0,78000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13016,hyundai,accent 1.4 at 2014,265,2014.0,150000.0,1.4,xăng,số tự động,nhập khẩu,hatchback,33.0
13017,hyundai,grand starex van 2.5 mt 2008,240,2008.0,179626.7683965918,2.5,dầu,số tay,nhập khẩu,van/minivan,33.0
13018,hyundai,i10 grand 1.0 mt 2014,138,2014.0,80000.0,1.0,xăng,số tay,nhập khẩu,hatchback,33.0
13019,kia,morning s at 2018,268,2018.0,63000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13020,landrover,range rover sv autobiography lwb 5.0 2015,3690,2015.0,130000.0,5.0,xăng,số tự động,nhập khẩu,suv,33.0
13021,lexus,rx 350 luxury 2023,4250,2023.0,11000.0,2.4,xăng,số tự động,nhập khẩu,suv,33.0
13022,mazda,2 1.5 at 2022,350,2022.0,75000.0,1.5,xăng,số tự động,nhập khẩu,sedan,33.0
13023,mazda,cx5 premium 2.0 at 2024,820,2024.0,140000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13024,mercedes,benz glc 300 4matic 2016,839,2016.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13025,mercedes,benz glc 300 4matic 2019,1035,2019.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13026,mercedes,benz glc 300 4matic 2021,1630,2021.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13027,mg,5 luxury 1.5 at 2022,409,2022.0,14000.0,1.5,xăng,số tự động,nhập khẩu,sedan,33.0
13028,mitsubishi,mirage 1.2 at 2014,220,2014.0,95000.0,1.2,xăng,số tự động,nhập khẩu,hatchback,33.0
13029,peugeot,2008 gt line 1.2 at 2023,675,2023.0,9000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,33.0
13030,toyota,corolla cross 1.8v 2021,705,2021.0,179626.7683965918,1.8,xăng,số tự động,nhập khẩu,suv,33.0
